,Name,ReviewRate,ReviewTime,ReviewVisite,ReviewText,VoyageType,RoomRate,EmplacementRate,ServiceRate,HostelType
21,Enora Mollez,4,il y a 2 jours ,01/2023,,,,,,24
22,Аурика Терзи,5,il y a 2 jours ,01/2023,,,5,5,5,24
23,Judit Goldstein,5,il y a 3 jours ,01/2023,,,5,5,5,24
24,Anaïs Dpe,4,il y a 3 jours ,01/2023,,,4,4,4,24
25,Maria Mejuto,5,il y a 3 jours ,01/2023,(Traduit par Google) Excellente nourriture et meilleur service<br/>(Avis d'origine)<br/>Una comida excelente y una mejor atención,,,5,5,24
26,paco gonzalez,5,il y a 3 jours ,01/2023,(Traduit par Google) L'hôtel est parfait. Personnel super attentionné et bonne nourriture. Service de nettoyage spectaculaire. A 5 minutes à pied du Parc. 100% recommandable.<br/>(Avis d'origine)<br/>Perfecto el hotel. Personal súper atento y buenas comidas. Servicio de limpieza espectacular. A 5 minutos andando del Parque. 100% recomendable.,,5,5,5,24
27,marco lauriero,4,il y a 3 jours ,01/2023,,,3,5,5,24
28,Phil Corbett,5,il y a 3 jours ,09/2022,"(Traduit par Google) Vraiment aimé rester ici. C'est le plus grand hôtel d'Europe, je crois. Les petits déjeuners et les thés de l'après-midi étaient vraiment sympas.<br/>(Avis d'origine)<br/>Really liked staying here. It’s the biggest hotel in Europe, I believe. The breakfasts and afternoon teas were really nice.",,,,,24
29,Giovanni Crispo,5,il y a 3 jours ,01/2023,,,,,,24
30,little stitch,3,il y a 4 jours ,01/2023,"Le personnel de l'hôtel est sympathique et serviable. Cependant, l'état des chambres laisse à désirer, avec des murs et des portes en mauvais état. L'isolation phonique est également médiocre. En outre, la télévision dans la chambre est trop petite.",,,,,24
31,Daniele Luberti,4,il y a 4 jours ,01/2023,"(Traduit par Google) Excellente structure bien positionnée De plus, le service de navette est efficace.<br/>Avec disney, vous pouvez toujours faire confiance..<br/>(Avis d'origine)<br/>Ottima struttura posizionata bene.inoltre il servizio navetta è efficiente.<br/>Con disney ci si può sempre fidare..",,,,,24
32,Christophe ANTOINE,4,il y a 4 jours ,01/2023,Bon hôtel mais hors de prix en regard de la prestation offerte mais bon c'est Disney tout y est exorbitant. Le room service s'arrêtant à 22h30 est affligeant...,,4,4,3,24
33,Vanny,5,il y a 4 jours ,01/2023,(Traduit par Google) Spectaculaire!!!!<br/>(Avis d'origine)<br/>Espectacular!!!!,,,,,24
34,Alexis Molina León,5,il y a 4 jours ,01/2023,(Traduit par Google) Le meilleur hôtel et restaurant de Disney<br/>(Avis d'origine)<br/>El mejor hotel y restaurante de Disney,,5,5,5,24
35,Fabien Mollez,4,il y a 4 jours ,01/2023,,,5,5,2,24
36,deconnection Bulle,4,il y a 4 jours ,01/2023,"Très bon hôtel,accueil standard les chambres sont spacieuses et propres. Repas très copieux et variés,le personnel est à l'écoute.", Vacances ,4,5,4,24
37,Evelien B,3,il y a 4 jours ,01/2023,(Traduit par Google) Les chambres auraient pu être mieux nettoyées.<br/>Sont également quelque peu obsolètes.<br/>Passé un bon séjour.<br/>(Avis d'origine)<br/>Kamers hadden beter schoon gemaakt mogen worden.<br/>Zijn ook wat verouderd.<br/>Verder prima verblijf gehad., Vacances · Famille ,3,4,3,24
38,Valeria Pavelescu,1,il y a 4 jours ,01/2023,(Traduit par Google) Mauvais service<br/>Chambres minables<br/>Endroit bruyant<br/>Ils doivent rafraîchir l'atmosphère de toute urgence<br/>(Avis d'origine)<br/>Bad service<br/>Shabby rooms<br/>Noisy place<br/>They have to refresh the atmosphere urgently, Couple ,1,1,1,24
39,Oldschool 90s,5,il y a 5 jours ,01/2023,"(Traduit par Google) Hôtel spectaculaire, service exquis, nourriture en général bonne, belles chambres et un meilleur emplacement impossible à 10 sur 10. Ils pourraient donner plus de services qu'il n'y en a car ils sont un peu rares mais en général tout allait bien.<br/>(Avis d'origine)<br/>Hotel espectacular, servicio exquisito, comida en general bien, habitaciones preciosas y ubicación mejor imposible un 10 de 10. Podrían dar más servicios de los que hay ya que van un poco escaso pero en general estaba todo bien.", Vacances · Famille ,5,5,5,24
40,asaf nahum,5,il y a 5 jours ,01/2023,"(Traduit par Google) Hôtel charmant, a une super ambiance et des équipements. La nourriture n'est pas la meilleure mais c'est vrai presque partout dans Disney, très bien situé<br/>(Avis d'origine)<br/>Lovely hotel, has a great atmosphere and amenities. The food isn't the best but that's true almost all over Disney, great location",,,,,24
41,Iris García,4,il y a 5 jours ,01/2023,"(Traduit par Google) La vérité est que tout est très contrôlé, c'était comme si vous étiez sur un bateau, quand vous avez quitté la pièce pour chercher les toilettes. De l'hôtel, il m'a fallu près d'une demi-heure pour les trouver, tout cela parce qu'il n'y avait pas de papier toilette. dans la chambre et la vérité est que j'étais un peu dépassé par les couloirs et les escaliers... Je n'ai pas pu localiser où se trouvait l'ascenseur. Les indications ne sont pas très claires, couloirs très longs et interminables...<br/>La chambre était un costume, une fortune vraiment. La piscine est précieuse, nous l'avons apprécié dès le matin, il est apprécié qu'ils permettent de nombreuses heures. Sauna et douches tmb. Quand nous sommes allés au restaurant, nous avons eu un détail que nous n'aimions pas beaucoup, ils ont pris la nourriture très rapidement, alors qu'il y avait encore pas mal de monde prenant le petit déjeuner/déjeuner/dîner, il y avait un serveur spécifique qui semblait ne pas veulent travailler et puis comme partout vous avez vu ceux qui gagnent leur pain. Mais en général tout est très bien. Suppression du grand détail du manque de papier w.c. dans le lavabo de la chambre et bien ce qui a été dit.<br/>(Avis d'origine)<br/>La verdad que muy controlado todo, parecía como si estuvieras en un barco, al salir de la habitación a buscar los w.c. del hotel casi tardé media hora en encontrarlos, todo xk no habia papel de w.c. en la habitación y la verdad que me agobié un poco por los pasillos y escaleras... no localizaba dnd estaba el ascensor. Las indicaciones no acaban de wstar muy claras, pasillos muuuy largos e interminables...<br/>La habitación era una suit, un dineral la verdad. La picina es preciosísima la disfrutamos por la mañana a primera hora, se agradece que permitan un horario amplio. Sauna y duchas tmb. Cuando fuímos al restaurante tuvímos algún detalle que no acabó de gustar mucho, recogían muy rápido la comida, cuando aún había bastantes personas desayunando/comiendo/cenando había un camarero en concreto que parecía no tener muchas ganas de trabajar y luego como en todos sitios veías los que sí se ganan el pan. Pero en general todo muy bien. Quitando el gran detalle de la falta de papel w.c. en el lavabo de la habitación y bueno lo comentado.",,4,5,5,24
42,Alice Bratz,5,il y a 5 jours ,01/2023,"(Traduit par Google) Bel hôtel, le restaurant était très bon, la chambre assez grande<br/>(Avis d'origine)<br/>Schönes Hotel, Restaurant war sehr gut, Zimmer ausreichend groß", Vacances · Famille ,4,5,4,24
43,Shaun Crinion,3,il y a 5 jours ,01/2023,"(Traduit par Google) Nous avons passé 3 nuits et 4 jours à Disney. L'hôtel était agréable mais vieillissant. Tout était propre et bien rangé et rien n'était usé au-delà de l'utilisation dans les chambres, mais cela aurait besoin d'un rafraîchissement. En disant tout cela, le service était excellent et ils étaient très bien organisés, comme on pouvait s'y attendre de la part des personnes qui livraient jour après jour. La boisson au bar était extrêmement chère, j'éviterais. Si vous avez un forfait repas à Disney, le restaurant de l'hôtel vaut bien une visite et un changement agréable par rapport aux repas en déplacement dans les parcs. Dans l'ensemble, si vous visitez Disney, vous êtes bien mieux dans un hôtel DLP, en fin de compte, à moins que vous ne vouliez dépenser une fortune dans l'un des hôtels les plus récents, je pense que NBC est le meilleur choix dans l'ensemble.<br/>(Avis d'origine)<br/>We stayed for 3 nights and 4 days in Disney. The hotel was nice but aged. All be it clean and tidy and nothing was worn beyond use in the rooms but it could do with a refresh. In saying all that, the service was great and they were very well organised as one would expect from the people delivering day in day out. The drink in the bar was extremely expensive, I would avoid. If you have a meal package in Disney the restaurant in the hotel is well worth a visit and a nice change from eating on the move on the parks. All in all, if you visit Disney you're much better off in a DLP hotel, ultimately unless you want to spend a fortune in one of the newer hotels I think NBC is the best choice on balance.",,2,4,3,24
44,bail amandine,5,il y a 5 jours ,01/2023,,,,,,24
45,kerstin dierkes,5,il y a 5 jours ,01/2023,,,5,5,5,24
46,Alicia Coulange,4,il y a 5 jours ,01/2023,"Très bel hôtel, nous avons été bien accueilli.<br/>Nous avons cependant entendu  la VMC dans la salle de bain toute la nuit malgré la porte fermée. Nous n'avons pas reçu le n° de chambre par sms comme on nous avait dis, obligé de refaire la queue à l'accueil pour savoir où nous allions dormir.", Couple ,4,4,5,24
47,Bernardo Sampaio,5,il y a 5 jours ,07/2021,"(Traduit par Google) En tant que l'un des hôtels de villégiature les plus chers, le Newport Bay Club est à la hauteur de la réputation de Disney. Les chambres sont superbes, en particulier les plus grandes du Compass Club. Petit déjeuner incroyable avec beaucoup de choix et l'ambiance est géniale.<br/>J'y suis allé plusieurs fois et je ne saurais trop en recommander!<br/>(Avis d'origine)<br/>As one of the more expensive resort hotels, Newport Bay Club lives up to the Disney reputation. The rooms are great, especially the bigger Compass Club ones. Amazing breakfast with lots of choices and the atmosphere is great.<br/>Have been several times and can't recommend enough!", Vacances · Famille ,5,5,5,24
48,Roland Seip,4,il y a 5 jours ,01/2023,"(Traduit par Google) La chambre est propre et adéquate. Salle de bain... la douche pourrait être mieux. La pomme de douche ne collait pas. Et malgré la crise énergétique, les chambres sont très chaleureuses. La température ne peut pas être réglée<br/>(Avis d'origine)<br/>Kamer is netjes en voldoende. Badkamer.... douche kon beter. Douche kop bleef niet vastzitten. En ondanks energiecrisis zijn de kamers heel warm. Temperatuur niet te regelen", Amis ,4,5,3,24
49,Samuel Rousselle,2,il y a 5 jours ,01/2023,"Hotel banale pour le prix ,bien moins beau que le cheyenne qui est moins cher",,,,,24
50,Nick Sikorra,5,il y a 5 jours ,01/2023,,,,,,24
51,Emilie Bailleul,4,il y a 5 jours ,01/2023,"Très bon weekend à l'hôtel Disney Newport. Par contre pas beaucoup de pression pour la douche. L'eau était soit trop chaude , soit froide. Difficile à régler.", Vacances · Famille ,3,4,4,24
52,tamara ghiani,5,il y a 5 jours ,01/2023,"(Traduit par Google) Personnel charmant, bien organisé et super sympa<br/>(Avis d'origine)<br/>Incantevole,  ben organizzato, personale gentilissimo",,,,,24
53,Tonni Jensen,5,il y a 6 jours ,01/2023,(Traduit par Google) Disney World était tout ce à quoi je m'attendais. Un bel endroit pour la famille du trou.<br/>(Avis d'origine)<br/>Disney World was everything that I expected it to be. A nice place for the hole family., Vacances · Famille ,4,5,4,24
54,sabrina hardel,4,il y a 6 jours ,01/2023,"Hotel pas mal. Joliment décoré mais qui vieillit une peu.<br/>15 minutes à pied du parc.<br/>Personnel vraiment charmant, à l'écoute et toujours souriant.<br/>Parfait pour un week-end en famille",,3,4,5,24
55,Isabelle Fouvez,5,il y a 6 jours ,01/2023,,,,,,24
56,LORENA BLANES LARIO,5,il y a 6 jours ,01/2023,"(Traduit par Google) Une expérience merveilleuse. Personnel professionnel et très à l'écoute. Les chambres sont confortables et complètes (cafetière, fer à repasser, réfrigérateur, TV et coffre-fort). L'emplacement parfait, à 8 min. du parc Disney en se promenant. Nous allons répéter !!<br/>(Avis d'origine)<br/>Una experiencia maravillosa. Personal profesional y muy atento. Las habitaciones son cómodas y completas (cafetera, plancha, nevera, TV y caja fuerte). La ubicación perfecta, a 8 min. del parque de Disney dando un paseo. Repetiremos!!",,5,5,5,24
57,Grégory Cocusse,3,il y a une semaine ,01/2023,"Personnel accueillant, cadre magnifique, salle de sport complète, restaurant au top, chambres spacieuses, superbe expérience", Affaires ,5,5,5,24
58,Florence Delmulle,5,il y a une semaine ,01/2023,, Vacances · Famille ,5,5,5,24
59,thierry dupont,4,il y a une semaine ,01/2023,,,,,,24
60,Romain Lefevre,5,il y a une semaine ,01/2023,,,4,5,5,24
61,Florence V,3,il y a une semaine ,01/2023,"C'est un bel hôtel, le thème est très sympa mais dans la chambre la propreté est à améliorer. Un point très négatif : à 2 reprises et avant 9h les femmes de chambre sont venues frapper à la porte et même essayer d'ouvrir. Le check-out est à 11h! Nous sommes venus en amoureux sans le fils de mon compagnon, nous aurions aimé ne pas être réveillé et profité de la chambre. Le check-in est à 15h pourtant nous avons reçu le numéro de la chambre à 16h. Gros problème à ce niveau ! Le personnel de manière générale est moins accueillant, sympa, serviable de tous ceux que l'on a rencontré lors de notre séjour à disneyland. (Prendre exemple sur le Sequoia et le Davy Crockett Ranch, personnel +++)", Vacances · Couple ,3,5,1,24
62,Nuria García,4,il y a une semaine ,01/2023,,,,,,24
63,zaklina jovanovic,1,il y a une semaine ,01/2023,"(Traduit par Google) Le pire, le pire hôtel !!!!<br/>Touche pas !!!!!<br/>(Avis d'origine)<br/>Das Schlimmste, aller schlimmste Hotel!!!!!<br/>Finger weg !!!!!", Famille ,1,1,1,24
64,laurence Simon,5,il y a une semaine ,01/2023,Séjour de 3 jours 2 nuits en Compass club. Personnel très aimable et serviable. Des attentions chaque jour pour notre fils de 5 ans. Hôtel bien situé. Chambre au came. Petit-déjeuner parfait. Nous reviendrons avec plaisir., Vacances ,5,5,5,24
65,Antoine Richard,5,il y a une semaine ,01/2023,"Nous pensions qu’en logeant dans le plus grand hôtel de France nous nous sentirions comme dans une usine, et finalement nous nous sommes retrouvés dans un endroit chaleureux avec un personnel polie et très sympathique. Il y a plusieurs salles de petits déjeuners ce qui permet une répartition de l’affluence et permet de déjeuner dans un cadre plutôt calme. Nous avons également fait le choix de prendre un forfait en pension complète et nous n’avons pas été déçus, nous avions accès à tous les restaurants service à table et nous pouvions prendre les menus entrée+plat+dessert ce qui nous a permis de faire des économies !! Nous avons passé un séjour magique.<br/>Si il y avait une remarque à faire sur l’hôtel l’espace bien-être serait à refaire car trop vétuste, petit et plutôt sale…",,,,,24
66,audrey carpentier,5,il y a une semaine ,01/2023,,,4,5,5,24
67,Dennis,2,il y a une semaine ,01/2023,"(Traduit par Google) Compass club vaut votre argent?<br/>Commençons par le positif, un énorme dédicace à 2 équipes.<br/>D'abord le service de voiturier, ils en ont vraiment fait une expérience magique. Deuxièmement, les équipes d'animation, vous pouvez voir qu'elles aiment faire leur travail.<br/>Nous avons demandé une couverture pour bébé au bureau de service du Compass Club le premier jour. On nous a dit qu'il n'y avait aucun problème, il serait livré dans votre chambre ce soir. Aucune couverture n'a été livrée, nous avons donc dû utiliser une serviette de bain comme couverture, je suppose que c'est l'expérience du Compass Club en faisant dormir votre enfant en tant que sans-abri. sera sûrement livré ce jour-là. Vous l'avez deviné pas de couverture, heureusement j'ai acheté une couverture polaire dans le parc juste pour être sûr..<br/>Étant donné que cela a affecté mon enfant et pas moi, cela a vraiment affecté notre humeur et n'en a absolument pas fait une expérience magique car je me suis réveillé 2 jours en colère que les promesses faites ne soient pas suivies par le personnel.<br/>En mentionnant cela comme le départ, la personne au bureau de service du Compass Club ne s'en souciait pas du tout et pointait vers le responsable de l'entretien ménager au lieu de prendre la responsabilité car c'était mon premier point de contact. Le visage et la posture désintéressés de cette personne m'ont vraiment touché comme s'ils avaient votre argent dans la poche et que vous n'aviez plus d'importance du tout.<br/>Je le prends comme une leçon de vie coûteuse et je la partage avec vous.<br/>(Avis d'origine)<br/>Compass club  worth your money?<br/>Let's start positive, a huge shout out to 2 teams.<br/>First the valet service, they really made it into a magical experience. Secondly the animation teams, you can see that they enjoy doing their job.<br/>We requested a baby blanket at the compass club service desk on our first day. We were told no problem it will be delivered to your room tonight. No blanket was delivered so we had to use a bath towel as a blanket, i guess that's the compass club experience having your child sleep as a homeless person..   2 day in the morning we asked again for a blanket and again friendly been told it surely will be delivered that day. You guessed it no blanket, luckily I bought a fleece blanket in the park just to be sure..<br/>Since this affected my child and not me this really affected our mood and made it absolutely not a magical experience as I woke up 2 days angry that promises made aren't followed up on by staff.<br/>Mentioning this as the check out the person at the compass club service desk didn't cared at all and pointed to the housekeeping manager instead of taking responsibility as they my first point of contact. The not interested face and posture this person made really got to me as if they had your money in the pocket and you don't matter at all anymore.<br/>I take it as an expensive life lesson and share it with you.", Vacances · Famille ,2,4,2,24
68,Audrey MARTINEZ,5,il y a une semaine ,01/2023,,,4,4,5,24
69,Jennifer Mino',4,il y a une semaine ,01/2023,"(Traduit par Google) Hôtel vraiment sympa !<br/>Les lits étaient confortables, le petit déjeuner bon et copieux. Excellente connexion au parc que vous pouvez également parcourir à pied et le personnel était sympathique !<br/>Le seul défaut pour lequel il ne mérite pas la cinquième étoile concerne le service de nettoyage.<br/>Après une journée sous la pluie nous entrons dans la chambre à 17h et ce n'était pas encore fait, ils n'avaient changé que les dosettes de café.<br/>Peu de temps après notre retour ils viennent frapper à la porte, nous ressortons pour donner la possibilité de faire la chambre et le soir quand nous rentrons.... surprise ! Ils n'ont finalement pas atteint la chambre.<br/>(Avis d'origine)<br/>Hotel davvero bello!<br/>I letti erano comodi, la colazione buona e abbondante. Ottimo il collegamento con il parco il cui ci puoi andare anche a piedi e lo staff era cordiale!<br/>Unica pecca per cui non si merita la quinta stella è per il servizio delle pulizie.<br/>Dopo una giornata sotto la pioggia entriamo in camera alle 17 e non era ancora stata fatta, avevano cambiato solo le cialde del caffè.<br/>Poco dopo il nostro rientro ci vengono a bussare alla porta, usciamo di nuovo per dare la possibilità di fare la camera e la sera quando ritorniamo.... sorpresa!! La camera alla fine non ce l'hanno fatta.", Vacances · Famille ,5,5,4,24
70,Barbara Borrego Faz,1,il y a une semaine ,01/2023,(Traduit par Google) VOLEURS<br/>(Avis d'origine)<br/>THIEVES, Vacances ,1,1,1,24
71,JUAN GILBERTO DEL MORAL MALDOANDO,1,il y a une semaine ,01/2023,,,,,,24
72,claudio casula,5,il y a une semaine ,01/2023,,,,4,,24
73,J Zeta Eme,1,il y a une semaine ,01/2023,"(Traduit par Google) Le personnel nous a fait honte et a essayé de nous ridiculiser lorsque nous leur avons posé des questions sur certains objets qui manquaient dans notre chambre, et leur réponse a été ""ALLEZ-VOUS ET APPELER LA POLICE MAIS VOUS N'AVEZ QU'UNE JOURNÉE GAUCHE ALORS VOYONS CE QUE VOUS POUVEZ FAIRE"" dans une manière très méchante et grossière… tellement déçue et bien sûr nous ne reviendrons jamais!<br/>(Avis d'origine)<br/>The staff shamed us and tried to ridiculice us when we asked them about some items that were missing from our room, and their response was “GO AHEAD AND CALL THE POLICE BUT YOU ONLY HAVE ONE DAY LEFT SO LETS SEE WHAT YOU CAN DO” in a very nasty and rude way… so disappointed and of course we are never coming back !",,,,,24
74,Héctor Fuentes,1,il y a une semaine ,01/2023,"(Traduit par Google) NE RESTEZ PAS ICI. Le personnel de l'hôtel nous a volé pendant notre séjour. J'ai essayé de les confronter à ce sujet et ils étaient super grossiers et pas du tout serviables, nous avons parlé à la réception et nous l'avons même transmis aux responsables sans aucune résolution. Je considérerais que le personnel était même réticent à appeler la police puisque nous n'étions là que pour deux jours et que nous retournions dans notre pays d'origine. Je leur donnerais une étoile si possible.<br/>(Avis d'origine)<br/>DO NOT STAY HERE. The hotel staff stole from us while we stay there. Tried confronting them about it and they were super rude and not helpful at all, we talked to front desk and even escalated it to managers without any resolution. I would consider that the staff was even defiant about calling the police since we were only there for two days and were going back to our home country. Would give them one star if possible.",,,,,24
75,Mariana Borrego,1,il y a une semaine ,01/2023,,,1,1,1,24
76,Laetitia Hock,5,il y a une semaine ,01/2023,, Vacances · Famille ,5,5,5,24
77,Grace,2,il y a une semaine ,01/2023,"(Traduit par Google) Nous sommes ici maintenant. Quand nous sommes arrivés, le coffre-fort de la chambre était fermé à clé et il y avait une chaussette sale des précédents clients à côté du lit. L'enregistrement a été un peu chaotique mais le personnel est sympathique. Le deuxième jour, nous avons demandé à la réception de réparer le coffre-fort et avons dit que quelqu'un devait être dans la chambre pour que cela se produise. Même si le ménage avait été fait ? Le problème a été résolu avec le coffre-fort et plus tard dans la journée vers 17 heures, un membre du personnel d'entretien est entré dans notre chambre et a commencé à regarder autour de nous. Elle était définitivement surprise de voir quelqu'un dans la pièce et s'est enfuie sans rien dire quand j'ai établi un contact visuel avec elle, c'était vraiment étrange. Cela nous a mis un peu mal à l'aise dans cet hôtel.<br/>Les installations sont bien mais ce n'est pas un hôtel 4 étoiles. Rouleau de papier toilette 1 épaisseur et décoration dans les chambres à améliorer. Ils ne remplacent pas l'eau de la chambre et la machine à café à l'étage sur laquelle nous nous trouvons ne distribue que de l'espresso.<br/>La piscine est assez froide mais le jacuzzi, le sauna et le hammam sont agréables. Nous avons pris quelques verres au bar qui était agréable et le service était bon.<br/>Après les problèmes de sécurité, je ne pense pas que nous reviendrions.<br/>(Avis d'origine)<br/>We are here now. When we arrived the safe in the room was locked open and there was a dirty sock from the previous guests beside the bed. Check in was a little chaotic but staff friendly. On our second day we asked the reception to fix the safe &amp; said somebody needed to be in the room for this to happen. Even though house keeping had been in? Issue was resolved with the safe &amp; later that day around 5pm a member of housekeeping just walked into our room &amp; started looking around. She was definitely surprised to see anyone in the room and ran out without saying a thing when I made eye contact with her, was really odd. That made us feel a little uneasy in this hotel.<br/>The facilities are fine but this is not a 4 star hotel. 1 ply toilet roll and decor in the rooms needs upgrading. They do not replace the water in the room and the coffee machine on the floor we are on only dispenses espresso.<br/>The pool is quite cold but jacuzzi, sauna and steam room nice. We had some drinks in the bar which was nice and the service good.<br/>After the safety issues I don’t think we would stay again.", Famille ,1,5,3,24
78,Torben Boone,4,il y a une semaine ,01/2023,"(Traduit par Google) Hôtel propre mais manque d'équipements. Il n'y a pas de mini frigo dans la chambre, ni de possibilité de faire sa lessive à l'hôtel.<br/>(Avis d'origine)<br/>Clean hotel, however amenities are lacking. There is no mini fridge in the room, nor a possibility to do your laundry at the hotel.",,,,,24
