,Name,ReviewRate,ReviewTime,ReviewVisite,ReviewText,VoyageType,RoomRate,EmplacementRate,ServiceRate,HostelType
10,Megan Wilson,4,il y a 2 jours ,01/2023,, Vacances · Couple ,3.0,5.0,4.0,25
11,Rondel Kévin,5,il y a 2 jours ,01/2023,, Vacances · Famille ,5.0,5.0,5.0,25
12,alex gallois,4,il y a 2 jours ,01/2023,Chambre en très bonne état et très bien faite par le personnel qui est super gentil au passage. Juste une légère coupure de courant pendant la journée pour travaux. Le seul point un peu embêtant est l'éloignement de certaine chambre par rapport à la réception et au restaurant de l'hôtel.,,5.0,4.0,4.0,25
13,Estibaliz effe,3,il y a 2 jours ,01/2023,(Traduit par Google) L'eau de la douche était inconnue dès qu'il faisait froid car elle brûlait super inconfortable en prenant une douche chaude la nourriture était très chère et mauvaise j'avais hâte d'arriver en Espagne juste pour bien manger.<br/>(Avis d'origine)<br/>El agua de la ducha era una incógnita tan pronto se enfriaba como que salía ardiendo súper incómodo a la hora de darse una ducha caliente la comida muy cara y mala estaba deseando llegar a España solo para comer bien.,,,,,25
14,Stacy Drury,4,il y a 2 jours ,01/2023,"(Traduit par Google) L'enregistrement et le départ sont très faciles, les chambres très basiques, les prises électriques manquent étant donné que toutes les chambres sont conçues pour les familles et que la plupart des gens ont des appareils qui doivent être rechargés, le manque de café dans la chambre est également décevant. Mais chambre propre et bien entretenue chaque jour.<br/>(Avis d'origine)<br/>Check in and out very easy, rooms very basic, electrical sockets lacking given all rooms are designed for family's and most people have devices that need charging, also lack of coffee in room also disappointing. But room clean and well serviced each day.",,4.0,5.0,4.0,25
15,carine PALMATO,5,il y a 3 jours ,01/2023,, Vacances · Famille ,5.0,5.0,5.0,25
16,Nicolas Bilinski,5,il y a 3 jours ,01/2023,,,5.0,5.0,5.0,25
17,David Zaballos Perez,1,il y a 3 jours ,01/2023,"(Traduit par Google) Nous avons réservé 4 chambres dont 1 pour une personne handicapée et quand nous sommes arrivés à l'hôtel il s'est avéré qu'ils nous ont dit non et ils nous ont mis dans une chambre qui n'est pas équipée avec tous les problèmes que cela implique mais aussi à réception, ils nous traitent pitoyablement et nous crient dessus J'espère que personne ne viendra jamais ici.<br/>(Avis d'origine)<br/>Reservamos 4 habitaciones 1 de ellas para una persona con discapacidad y cuando llegamos al Hotel resulta 1ue nos dicen que no y nos meten en una habitación que no está acondicionada con todos los problemas que ello conlleva pero además en recepcion nos tratan de pena y nos gritan espero que no venga nadie aquí jamás.", Vacances · Famille ,1.0,1.0,1.0,25
18,olivier panico,4,il y a 3 jours ,01/2023,"3 étoiles pour les chambres car elles mériteraient d'être rénovées (vu le prix): coups sur les meubles, tapisserie vieillottes.. par contre elle était propre, rien a dire là dessus.<br/>Le service par contre est top. De l enregistrement au service petit déjeuner (très copieux en buffet) au repas du soir (très copieux en buffet également) le personnel de cet hôtel est vraiment aux petits oignons. Toujours avec le sourire, serviable.... Vraiment super.<br/>L'emplacement est très bien, non loin du parc une dizaine de minute à pieds.", Vacances · Famille ,3.0,5.0,5.0,25
19,Alex Kinner,5,il y a 3 jours ,01/2023,(Traduit par Google) Emplacement fantastique à quelques minutes à pied du village de Disney et il y a même un personnage de Disney dans l'hôtel tous les soirs pour les photos que je recommande vivement.<br/>(Avis d'origine)<br/>Fantastic location just a few minutes walk to Disney village and even has a Disney character in the hotel every night for photos highly recommend., Vacances · Famille ,3.0,5.0,5.0,25
20,michael manning,5,il y a 3 jours ,01/2023,"(Traduit par Google) Les meilleures vacances de ma vie. OK seul problème ma fille est coeliaque et les choix étaient très pauvres d'autant plus que lorsque nous avons réservé, on nous a dit qu'il y aurait un très bon choix, dites simplement à qui sert avant de vous asseoir pour manger. . . ne vous embêtez pas! Le strict minimum... ça n'a pas gâché les vacances mais ce n'est pas génial quand tout le temps que ta fille n'arrête pas de dire que ça va je vais bien... alors qu'évidemment ce n'est pas le cas<br/>(Avis d'origine)<br/>Best holiday ever..especially at Christmas..rooms were lovely,cleaned and fresh bedding every day and obviously all of the park ..didn't eat in apart from the Breakfast and afternoon tea which came with our booking...Breakfast was OK only problem my daughter is a coeliac and the choices were very poor especially as when we booked we were told there would be a very good selection,just tell whoever is serving before you sit down to eat...don't bother ! Bare minimum..it didn't spoil the holiday but it's not great when the whole time you're daughter keeps saying it's OK I'm fine....when obviously it's not",,5.0,5.0,5.0,25
21,Ft AriAmbre,2,il y a 3 jours ,01/2023,"Les deux étoiles seront pour la nourriture.<br/>Nous avons séjourner en chambre 531. Je comprends que vous voulez garder ce style ancien. Mais il y a des limites.<br/>Un rideau de douche qui a sûrement au moins 15 ans, déchiré sur le haut de toute part. Des ressorts de matelas qui tape le dos en pleine nuit.<br/>Le pire du pire, une dizaine de poils dans la baignoire, évier fendu, des kilos de poussières dans toute la chambre. Les portes et dessous d'assises qui se trouve dans la salle de bain, très sales, avec des traînées de liquide non identifié.<br/>En deux jours je n'ai vu qu'un seul employer sympa, un monsieur qui s'occupait du stand raclette au restaurant. Et seulement parce qu'il a été souriant et poli.<br/>Les dames qui vous accueille devant le restaurant et qui vous place devraient vraiment changer de travail. Elles sont agressives, pas du tout souriantes et pas du tout organisée. Elles n'ont pas ou plus envie.<br/>Nous étions en voyage d'entreprise. Certains avaient des réservations à 22h30 pour le repas.<br/>Ils sont arrivé à 22h46 (ils acceptent les retards en dessous de 15 minutes)<br/>Ils se sont vu refusé l'accès au restaurant. Ils ont quand même demandé si c'était possible de mettre des pâtes natures dans une boîte pour que les enfants puissent manger. Refusé aussi.<br/>Je peux comprendre que les retards sont embêtants, mais en étant un hôtel de parc d'attractions, avec plus de 20 minutes de marches pour y  arriver vous pourriez être un peu plus indulgent.<br/>Au prix de cet hôtel Disney je ne vous le recommande pas du tout.<br/>Vraiment déçue.", Affaires ,1.0,5.0,1.0,25
22,St f,1,il y a 4 jours ,01/2023,"(Traduit par Google) L'hôtel est très vieux, il n'y a que 3 prises et l'une d'elles va avec les lumières, si vous les éteignez, cela ne fonctionne pas, une autre ne fonctionnait pas, nous ne pouvions donc presque rien facturer.<br/>L'enregistrement a été le pire, le gars qui nous a accompagnés ne nous a rien dit, ni comment se rendre au parc, ni ce que la pension comprenait, rien. Vous devez chercher la vie seul.<br/>Il n'y a pas de frigo, donc si vous devez stocker des médicaments comme moi, le seul moyen est de demander de la glace dans les bars, car les machines du couloir de glace ne fonctionnent pas non plus.<br/>Pour moi l'hôtel laisse beaucoup à désirer, j'espère retourner au parc, mais je choisirai une autre assurance.<br/>(Avis d'origine)<br/>El hotel está muy viejo, solo tiene 3 enchufes y uno de ellos va con las luces, si las apagas, no funciona, otro de ellos no funcionaba, así que no pudimos cargar casi nada.<br/>El check in fue lo peor, el chico que nos atendió no nos informo de nada, ni de cómo llegar al parque, ni de lo que incluía la pensión, nada. Te tienes que buscar la vida solo.<br/>No hay nevera, por tanto, si tenéis que guardar medicinas como yo, la única forma es ir pidiendo hielo en los bares, porque las máquinas del pasillo de hielo tampoco funcionan.<br/>Para mi el hotel ha dejado mucho que desear,  espero volver al parque, pero elegiré otro seguro.", Vacances · Famille ,1.0,5.0,1.0,25
23,2319tom,5,il y a 4 jours ,01/2023,,,,,,25
24,caroline marino,5,il y a 4 jours ,01/2023,, Vacances · Famille ,5.0,5.0,5.0,25
25,Vincent B,4,il y a 4 jours ,01/2023,"Hôtel que j'apprécie énormément, le petit bémol est la vétusté des lieux mais personnellement j'adore car ça permet d'être vraiment dans cette ambiance nature américaine. Leur restaurant est top, les employés toujours souriant malgré des conditions de travail qui je suppose ne sont pas exceptionnel. Les tarifs peuvent s'avérer ""abordables"" en basse saison.",,4.0,5.0,5.0,25
26,M. Kühn,5,il y a 4 jours ,01/2023,, Vacances · Famille ,5.0,5.0,5.0,25
27,Alberto C. M,3,il y a 4 jours ,01/2023,"(Traduit par Google) Il est négligé, il n'y a pas de réfrigérateur, les fenêtres ne peuvent pas être ouvertes, pas de placard. Buffet très très simple et toujours identique, le mieux c'est la proximité du parc<br/>(Avis d'origine)<br/>Esta descuidado, no hay nevera, ventanas sin poder abrirlas, sin armario. Buffete muy muy sencillo y siempre idéntico, lo mejor la cercanía al parque", Vacances · Famille ,2.0,3.0,3.0,25
28,Ilse van der Linden,4,il y a 4 jours ,01/2023,,,4.0,4.0,4.0,25
29,fabrice,5,il y a 5 jours ,01/2023,(Traduit par Google) super hôtel<br/>Je peux recommander des chambres très propres<br/>Parc Disney vraiment génial<br/>(Avis d'origine)<br/>Super Hotel<br/>kann ich weiter empfehlen Zimmer sehr sauber<br/>Disney Park richtig super,,5.0,5.0,5.0,25
30,Olivier Giraud,5,il y a 5 jours ,01/2023,"Super séjour, ave toujours la même magie", Vacances · Famille ,5.0,5.0,5.0,25
31,Rebecca Wells,5,il y a 5 jours ,01/2023,,,,,,25
32,Marianne Chapel,3,il y a 5 jours ,11/2022,"Pour les points positifs : l'emplacement, les services, les buffets.<br/>Pour les points négatifs : l'équipement (prises et salle d'eau malgré le fait de prendre le forfait golden) et surtout mon impression d'être dans Shinning dans les couloirs et le pire est que ma fille me donne cette référence le lendemain donc il serait temps de faire un relooking.", Vacances ,3.0,5.0,4.0,25
33,ANTONIO TOSCANO VALERO,4,il y a 5 jours ,01/2023,"(Traduit par Google) Hôtel très propre et très agréable, très bien situé, le seul hic c'est qu'il y a peu de prises dans la chambre et l'une d'elles ne charge pas si on éteint la lumière<br/>(Avis d'origine)<br/>Hotel muy limpio y muy bonito, muy bien ubicado, lo único que hay poco enchufe en la habitación y uno de ellos si apagas la luz no carga",,3.0,5.0,4.0,25
34,Bernardo Sampaio,5,il y a 5 jours ,08/2022,"(Traduit par Google) Sequoia Loge est un centre de villégiature intermédiaire de Disneyland Paris, il agit donc comme tel. L'hôtel est très agréable ainsi que la distribution, les restaurants et l'ambiance. Les chambres sont un peu dépassées en ce qui concerne la technologie, y compris le manque de prises de courant et pourraient nécessiter un nettoyage plus approfondi dans certaines zones.<br/>C'est un très bon choix pour le prix !<br/>(Avis d'origine)<br/>Sequoia Loge is a mid tier Disneyland Paris resort, so it acts like one. The hotel is very nice as well as the cast, restaurants and atmosphere. The rooms are a little outdated when it comes to the technology, including the lack of power outlets and could use a deeper clean in some areas.<br/>It's a very good choice for the price!", Vacances · Famille ,4.0,5.0,5.0,25
35,Christel,2,il y a 5 jours ,01/2023,"Chambre très  sale avec des toiles d araignée et baignoire pas propre c est honteux,  ne parlon pas de la poussiere le ménage  et a revoir .<br/>Vraiment decu surtout vue le prix qu'on paie . Quel honte<br/>Eviter cet hotel qui est sale", Couple ,1.0,2.0,2.0,25
36,julien neveu,5,il y a 5 jours ,01/2023,"Super hôtel, bien placé, 10 min à pied des parcs.<br/>Chambre assez vieille, mais on y dort bien, pas de bruit.<br/>Juste deux prises de courant et pas à côté des lits.<br/>Juste petit couac a l'arrivée, nous avons pas été pris en charge correctement par la réception. Nous étions en golden et nous n'avons pas eu tout le service nécessaire lors de la réception.<br/>Je reviendrai avec plaisir dans cet hôtel, ou nous avons pu bénéficier d'une belle piscine.",,2.0,5.0,5.0,25
37,Marie Line Dutrieux,5,il y a 5 jours ,01/2023,Magique,,4.0,5.0,5.0,25
38,Pet Lover,3,il y a 6 jours ,01/2023,"(Traduit par Google) L'hôtel en général n'est pas le pire cependant j'ai été très déçu du service fourni au buffet, ils mettent une éternité à apporter les boissons, nous avons mangé des entrées, le plat principal et seulement quand nous étions presque prêts pour les desserts ils nous ont servi les boissons, ça prend vraiment beaucoup de temps. .<br/>Terrible<br/>(Avis d'origine)<br/>O Hotel no geral não é dos piores no entanto fiquei muito desiludida com o serviço prestado no buffet, demoram eternidades para trazer as bebidas, comemos entradas, prato principal e só quando já íamos praticamente para as sobremesas é que nos servem as bebidas, demoram mesmo muito..<br/>Terrível",,3.0,3.0,3.0,25
39,Clochette Des bois,2,il y a 6 jours ,12/2022,"Chambre au meuble de sdb moisie, pas d'eau chaude. Ok le personel est arrangeant mais quel honte au prix du séjour. Vraiment scandaleux. Je recommande pas. Descente en gamme vraiment impressionnant. Grosse grosse déception", Vacances · Famille ,1.0,3.0,3.0,25
40,Patricia Gutiérrez,5,il y a 6 jours ,01/2023,,,,,,25
41,tom,4,il y a 6 jours ,01/2023,Dépaysement total.  Hotel chaleureux avec une très belle cheminée.  Seul bémol au niveau des chambres 2 prises seulement . Sinon rien à dire très belle hotel  avec 1 restaurant style buffet très bon ., Vacances ,4.0,5.0,5.0,25
42,nathan mccallan,5,il y a 6 jours ,01/2023,"(Traduit par Google) Hôtel incroyable, superbes chambres et superbe piscine et mini salle de sport et les 4 cafés gratuits tous les jours defo ont aidé haha<br/>(Avis d'origine)<br/>Amazing hotel, great rooms and great pool and mini gym and the 4 free coffees every day defo helped haha",,,,,25
43,Sophie Timmerman,5,il y a une semaine ,01/2023,,,,,,25
44,charlotte Botella,1,il y a une semaine ,01/2023,"Chambre sale : saletés sur la moquette (mon fils a trouvé une épingle à nourrice au sol), toiles d’araignée, cheveux dans la sale de bain, papier d’accueil déjà maculé de gras… C’est dépitant au vue des tarifs pratiqués …", Famille ,1.0,4.0,1.0,25
45,Marc Quillard,4,il y a une semaine ,01/2023,"Chambre très sympa , très grand lit , salle de bain avec baignoire.Petit déjeuners gargantuesque, je recommande",,4.0,4.0,4.0,25
46,catarina ramos,4,il y a une semaine ,01/2023,(Traduit par Google) L'hôtel a recommandé des chambres spacieuses et très propres et une sécurité incroyable.<br/>(Avis d'origine)<br/>Hotel recomendado quartos espaçosos e muito limpos e uma segurança incrível.,,4.0,3.0,4.0,25
47,DROUSSET alexis,5,il y a une semaine ,01/2023,,,5.0,5.0,5.0,25
48,horabik eric,5,il y a une semaine ,01/2023,"5 jours de rêve , personnel adorable, disponible, réactif, tout pour passer un bon séjour", Vacances · Famille ,5.0,5.0,5.0,25
49,Tiago Loureiro Pereira,5,il y a une semaine ,01/2023,,,,,,25
50,Fanny Alain,5,il y a une semaine ,01/2023,,,3.0,5.0,3.0,25
51,Vanessa Moreno Martos,1,il y a une semaine ,12/2022,"(Traduit par Google) Nous étions du 19 au 23 décembre.<br/>C'était une déception.<br/>Nous avions logé à l'hôtel Cheyenne, à cause de problèmes avec Vueling qui a annulé notre vol, nous avons dû changer la date et l'hôtel (soi-disant pour le mieux) au Sequoia et c'était une erreur.<br/>Chambre sale, il y avait des feuilles de séquoia sur le sol de la chambre pendant tout le séjour, mon fils a taché l'oreiller de sang à cause de<br/>une blessure et ils ne les ont pas changés, (ce n'est pas grave, car il appartenait à mon fils), le dernier jour, en remballant mes valises, mon petit a trouvé un bouchon de liège d'une bouteille de vin, c'est-à-dire ce n'est pas qu'ils n'aient pas passé l'aspirateur pendant le séjour, puisque le sol est recouvert de moquette, mais ils n'ont même pas été nettoyés avant notre arrivée.<br/>Le nettoyage est rare et très juste, voire nul.<br/>L'eau était froide et bouchée dans la baignoire.<br/>Nous ne reviendrons pas dans cet hôtel, bien que le personnel soit très sympathique.<br/>Il a besoin d'être rénové immédiatement, c'est dommage pour le prix, c'est un hôtel Disney, pas un motel en bordure de route. Sale, vieux et cela n'a rien à voir avec l'imitation d'un hôtel de montagne.<br/>(Avis d'origine)<br/>Estuvimos del 19 al 23 de diciembre.<br/>Fue una decepción.<br/>Teníamos hospedaje en el hotel Cheyenne, por problemas con Vueling que nos canceló el vuelo, tuvimos que cambiar fecha y hotel ( supuestamente a mejor ) al Sequoia y fue un error.<br/>Habitación sucia,hubo hojas de las sequoias en el suelo de la habitación durante toda la estancia,mi hijo manchó la almohada de sangre por<br/>una herida y no las cambiaron,( no importa mucho,pues era de mi hijo),el último día, haciendo las maletas de vuelta,mi pequeño se encontró un corcho de una botella de vino,o sea, no es que no pasaran la aspiradora durante la estancia,pues el suelo es moqueta,sino que ni siquiera limpiaron antes de nuestra llegada.<br/>La limpieza es escasa y muy justa,por no decir nula.<br/>El agua fría y se quedaba atascada en la bañera.<br/>No volveremos a este hotel, aunque el personal es muy amable.<br/>Necesita una remodelación inmediata,es una vergüenza por el precio que tiene,es un hotel Disney,no un motel de carretera. Sucio,viejo y nada tiene que ver qué imite a un hotel de montaña.", Vacances ,1.0,3.0,3.0,25
52,magali roche,5,il y a une semaine ,01/2023,"Super hôtel, super emplacement, décor de l hôtel sympa mais pas assez représentatif de dysney. Le personnel de l hôtel est vraiment top.",,3.0,5.0,4.0,25
53,Alex Davis,5,il y a une semaine ,01/2023,(Traduit par Google) Haut de gamme (comme tous les autres hôtels) et assez proche pour se rendre à pied aux parcs<br/>(Avis d'origine)<br/>Alto livello (come tutti gli altri hotel) e talmente vicino da andare a piedi fino ai parchi, Vacances · Famille ,4.0,5.0,4.0,25
54,DEFINS SABRINA,5,il y a une semaine ,01/2023,"Parfait , hotel tres.calme et tres propre, personnel tres accueillant", Vacances · Couple ,5.0,5.0,5.0,25
55,Nat Dib,5,il y a une semaine ,01/2023,"(Traduit par Google) L'hôtel est propre, bien situé, nous étions dans le club de la forêt d'or.<br/>Petit déjeuner super calme, vraiment super<br/>Boissons de 10 à 22 même dans la même pièce<br/>Snack là si vous voulez du salé il n'y a presque rien mais je n'ai toujours pas à me plaindre.<br/>Dîner là-bas, si vous y allez avec des enfants qui ont du mal à manger, vous allez souffrir, la vérité est que le nombre d'options a diminué.Nous mangeons deux jours au restaurant Sequoia, je ne le recommande pas. Deux nuits à New Portbay, c'est quelque chose de mieux et notre serveuse super sympa Maria.<br/>Et un jour à New York, si je ne peux rien reprocher à un grand choix de pizzas hamburger pour les enfants, tout ce qu'ils aiment.<br/>Faites vos réservations à temps car je voulais retourner à New York et c'était impossible.<br/>J'espère que ça t'aide<br/>(Avis d'origine)<br/>El hotel está limpio bien urbicacion estuvimos en el golden forest club.<br/>Desayuno súper tranquilo la verdad genial<br/>Bebidas de 10-22 incluso en la misma sala<br/>Merienda ahí si quieres salado no hay casi nada pero igualmente no me puedo quejar.<br/>La cena ahí si vas con niños complicados para comer vas a sufrir la verdad se ha bajado la cantidad de opciones comemos dos dias en el restaurante del sequoia no lo recomiendo la verdad. Dos noches en new portbay esto algo mejor y nuestra mesera María súper amable.<br/>Y un día en el New York ahí si no puedo quejar un selection genial para los niños hamburguesa pizza lo que ellos le gusta.<br/>Haz tus reservas con tiempo por que yo quiso volver al New York y imposible.<br/>Espero que te ayuda", Vacances ,5.0,5.0,5.0,25
56,laurence bigotte,2,il y a une semaine ,01/2023,"Très déçu,  hôtel austère vieux aucun charme,  propreté limite,  un lit  une télé , même pas de mini frigo ,pas de bouilloire, aucune boisson offerte, des aller et venu qui n'en finissent pas,  la clé qui se désactive  deux fois en 12h, une piscine difficile d'accès. Beaucoup  trop cher", Vacances · Famille ,2.0,2.0,2.0,25
57,Petra Bous,3,il y a une semaine ,01/2023,, Vacances · Couple ,3.0,5.0,3.0,25
58,futé,4,il y a une semaine ,01/2023,,,4.0,4.0,4.0,25
59,Adriano Fiolka,5,il y a une semaine ,01/2023,,,5.0,5.0,5.0,25
60,Alejandra Cardona,5,il y a une semaine ,01/2023,,,,,,25
61,Jade Danet,4,il y a une semaine ,01/2023,,,,,,25
62,Steve Magnin,5,il y a une semaine ,01/2023,,,5.0,5.0,5.0,25
63,Francesca Maraschiello,5,il y a une semaine ,01/2023,, Vacances · Couple ,5.0,5.0,5.0,25
64,Victoria,3,il y a une semaine ,01/2023,"Accueil chaleureux, personnel extraordinaire surtout Jordan de l’animation<br/>Brahim et toute l’équipe de la restauration, les lieux sont magiques et féeriques surtout de l’extérieur cependant pour ce qui est de la chambre au prix qu’on paye, il n’y a pas de brosse à dent avec un petit dentifrice d’accueil, pas de balais brosse pour les toilettes, la propreté vraiment limite pomo de douche casser et j’en passe…. Je pense qu’il faut vraiment revoir les bases pour un hôtel qui est classer 2ème hôtel le plus grand de France", Couple ,3.0,5.0,4.0,25
65,Sarah Ford,5,il y a une semaine ,01/2023,"(Traduit par Google) Très bien situé, j'aurais aimé une bouilloire dans la chambre. Je reviendrais.<br/>(Avis d'origine)<br/>Great location, would have liked a kettle in the room. Would stay again.", Vacances · Famille ,4.0,5.0,4.0,25
66,Lee Newbould,5,il y a une semaine ,01/2023,"(Traduit par Google) Quel hôtel charmant, bonne ambiance, personnel charmant et sympathique et thème sympa. Juste quelques petites choses à retenir si vous prévoyez de rester ici, prenez une rallonge pour recharger tous vos appareils mobiles car il n'y a que trois prises (une sous la télé, une chère la porte et une pour le lampadaire dans le coin de la chambre). Passez également au niveau club si vous le pouvez, car cela en vaut la peine pour l'accès au salon et aux collations et boissons gratuites.<br/>(Avis d'origine)<br/>What a lovely hotel, great atmosphere, lovely friendly staff and cool theming. Just a few things to remember if you are planning to stay here, take an extension for all your mobile devices to charge as there are only three sockets (one under the TV, one dear the door and one for the standard lamp in the corner of the room). Also upgrade to club level if you can, as it’s worth it for the access to lounge and free snacks and drinks.",,,,,25
67,ジョセフ· TARROJA,4,il y a une semaine ,01/2023,,,4.0,4.0,3.0,25
68,Carlos Castro,3,il y a une semaine ,01/2023,"(Traduit par Google) Hôtel situé à environ 10 minutes à pied des portes des parcs. Les installations sont assez anciennes, elles ont besoin d'une rénovation. Les buffets du petit déjeuner ou du dîner sont très variés, mais la qualité pourrait être améliorée. Si vous partez plusieurs jours, vous finirez par le détester. Il a une piscine chauffée, également ouverte en hiver, bien que vous ne demandiez pas à l'essayer (mettez un maillot de bain pour vous détendre un moment, elle ferme à 22h si je me souviens bien)<br/>(Avis d'origine)<br/>Hotel situado a unos 10 minutos andando a las puertas de los parques. Las instalaciones son bastante antiguas, necesitan una renovación. Los buffets de desayuno o cena son muy variados, pero la calidad mejorable. Si vas varios días lo acabarás odiando. Tiene piscina climatizada, abierta también en invierno, aunque no pide probarla (lleva un bañador por su puedes relajarte un rato, cierra a las 10pm si no recuerdo mal)",,3.0,4.0,4.0,25
69,Sébastien Cailleau,5,il y a une semaine ,01/2023,"Superbe hôtel dans un magnifique endroit au calme. On est totalement dépaysé et le personnel est très sympathique à l'écoute et serviable. Les chambres sont propres, belles et faciles d'accès. De plus on y mange très bien et pour tous les goûts.",,,,,25
70,Kelly Poitrenaux,5,il y a une semaine ,01/2023,"Nous avons manger dans le restaurant uniquement, un délice et beaucoup de choix",,,,,25
71,Markus Thalmann,5,il y a une semaine ,01/2023,(Traduit par Google) Grande installation hôtelière.<br/>(Avis d'origine)<br/>Tolle Hotelanlage.,,4.0,5.0,5.0,25
72,Silvestro De Angelis,5,il y a une semaine ,01/2023,(Traduit par Google) Bel hôtel.<br/>Piscine fonctionnelle même si à l'extérieur.<br/>Recommandé pour une ambiance boisée.<br/>(Avis d'origine)<br/>Albergo bellissimo.<br/>Piscina funzionale anche se esterna.<br/>Consigliato per un'atmosfera boschiva.,,5.0,5.0,4.0,25
73,Kalle Markhoff,5,il y a une semaine ,01/2023,"(Traduit par Google) Un très bel hôtel avec un très bon service. Il a une belle piscine, un super bar avec une super grande cheminée et de délicieux cocktails (même pour deux !), des bières, des vins et des snacks. Les restaurants valent également le détour et proposent des friandises pour tout le monde.<br/>(Avis d'origine)<br/>Ein sehr schönes Hotel mit sehr gutem Service. Es hat einen schönen Pool, eine tolle Bar mit einem super großen Kamin und leckeren Cocktails (auch für zwei Personen!), Bieren, Weinen und Snacks. Die Restaurants sind ebenfalls einen Besuch wert und bieten Leckereien für jeden.",,,,,25
74,Rüshï Studio,5,il y a une semaine ,01/2023,Super séjour ! Les lits étaient juste géniaux ! L’accueille super! Le seul défaut c’est qu’il y a pas de brosse à récurer les toilettes !, Amis ,4.0,5.0,5.0,25
75,Jollgra,4,il y a une semaine ,01/2023,,,4.0,4.0,4.0,25
76,Julien Duroux,4,il y a une semaine ,01/2023,,,,,,25
77,Lucas Bloume,4,il y a une semaine ,01/2023,"Nous avons étais très bien accueilli rien à dire le personnel d'accueil très gentil. Au soir nous avons manger au restaurant de l'hôtel , le serveur qui s'occuper de nous, n'était pas très aimable, il nous a pris nôtre commandes nous avons attendu 15 min avant d'avoir nos boissons . nous avions commandé un gâteau qui n'es jamais arrivé. Mais apart sa nous avons très bien dormi.", Famille ,5.0,5.0,4.0,25
78,Lorraine Parmentier,5,il y a une semaine ,01/2023,"Super hôtel Disney tout est top petit déjeuner, piscine chambre spacieuse. Mais plutôt vieillissant", Vacances · Famille ,4.0,4.0,4.0,25
79,Thomas Marceau,4,il y a une semaine ,01/2023,, Vacances · Famille ,4.0,4.0,4.0,25
80,Marine Vervier,4,il y a une semaine ,01/2023,,,,,,25
