,Name,ReviewRate,ReviewTime,ReviewVisite,ReviewText,VoyageType,RoomRate,EmplacementRate,ServiceRate,HostelType
10,Claire Widdows,3,il y a un jour ,01/2023,,,,4,4,22
11,Olivier Cassiot,4,il y a un jour ,01/2023,, Famille ,4,4,4,22
12,Bruno Barbuto,4,il y a un jour ,01/2023,, Vacances · Amis ,4,5,4,22
13,Scott Whelan,5,il y a un jour ,01/2023,Best hotle for toy story lovers .<br/>Free WiFi .<br/>Starbucks on site<br/>(Traduit par Google)<br/>Meilleur hôtel pour les amateurs d'histoires de jouets.<br/>Wifi gratuit .<br/>Starbucks sur place,,5,5,5,22
14,JOSE ANGEL BEJARANO RIVERO,5,il y a un jour ,01/2023,,,,,,22
15,Anna D'angelo,5,il y a un jour ,01/2023,,,,,,22
16,Brandon Ballois,5,il y a un jour ,01/2023,"Amazing place, great service and food. I do miss myself a small fridge however.<br/>(Traduit par Google)<br/>Endroit incroyable, excellent service et nourriture. Je me manque cependant un petit frigo.",,4,5,5,22
17,Aurelio Dorta,5,il y a 2 jours ,01/2023,, Vacances · Famille ,5,5,5,22
18,Marlon Garcia,4,il y a 2 jours ,01/2023,, Vacances · Famille ,4,4,4,22
19,Valeria Talamini,5,il y a 2 jours ,01/2023,,,,,,22
20,Rocio Fuentes Moreno,4,il y a 2 jours ,01/2023,, Vacances · Couple ,5,5,4,22
21,Sarah Chadwick,5,il y a 2 jours ,01/2023,"Amazing!!! Can't fault it one bit, clean, fab room, amazing theme! Breakfast was really good, we only ate dinner here one night which was lovely but a little pricey for what it is but it's Disney 🤷🏼‍♀️<br/>Met woody and Jessie in the hotel after breakfast 110% would come back!!<br/>(Traduit par Google)<br/>Étonnante!!! Rien à redire, chambre propre et fabuleuse, thème incroyable! Le petit déjeuner était vraiment bon, nous n'avons dîné ici qu'une nuit, ce qui était charmant mais un peu cher pour ce que c'est mais c'est Disney 🤷🏼‍♀️<br/>Rencontré Woody et Jessie à l'hôtel après le petit-déjeuner, 110% reviendraient !!", Vacances ,5,5,5,22
22,Christian Johnsen,5,il y a 3 jours ,01/2023,(Traduit par Google) Tout est parfait 👌<br/>(Avis d'origine)<br/>Todo perfecto 👌,,5,5,5,22
23,Ilagam Pastouille,5,il y a 3 jours ,01/2023,"Notre hôtel préféré<br/>Il faut juste marcher avant d arriver au parc ou sinon prendre la navette<br/>Même si aujourd'hui,  on ne peut faire sans cette sécurité... elle gâche cette magie... même quand vous allez au parc ..",,4,4,4,22
24,Karin Wouters,5,il y a 3 jours ,01/2023,, Vacances · Famille ,4,4,4,22
25,Miguel Ribeiro,5,il y a 3 jours ,01/2023,,,,,,22
26,Ivan Xiang,5,il y a 3 jours ,01/2023,, Vacances · Couple ,5,5,5,22
27,Margaux Aze,4,il y a 4 jours ,01/2023,"Hôtel très sympa et très chaleureux, en revanche il y a certains points négatifs tél que la propreté de la chambre (toile d’araignée au niveau des plafond) au vue du prix je ne trouve pas ça normal. De plus l’hôtel est assez bruyant on entend l’eau qui s’écoule et il y a un bruit constant dans la chambre. Sinon rien a redire sur le repas et le petit déjeuner c’était super, je recommande !", Couple ,3,5,5,22
28,Dimitris Papadopoulos,4,il y a 4 jours ,01/2023,,,3,5,5,22
29,Teresa Ariño,4,il y a 4 jours ,01/2023,,,4,4,4,22
30,Roberto Wong,3,il y a 4 jours ,01/2023,"(Traduit par Google) Très joli cadre Far West, Justo s'inscrit dans le décor de Woody dans les chambres et l'entrée du restaurant.<br/>Mais je peux me plaindre des pavillons des chambres, même s'ils sont sur deux étages, beaucoup viennent avec de grosses valises, des landaus et des personnes âgées qui les empêchent de monter les escaliers. Ils devraient mettre un ascenseur !<br/>Et l'espace extérieur est spacieux mais avant midi le lobby se remplit d'invités, ils n'ont pas l'espace bien proportionné.<br/>La meilleure chose est que vous êtes à l'intérieur de Disney, à 8 minutes en navette 🚌.<br/>(Avis d'origine)<br/>Muy bonita ambientación del lejano oeste, Justo calza con la decoración de Woody en las habitaciones y el ingreso del restaurante.<br/>Pero me puedo quejar de los pabellones de las habitaciones, aunque sean dos pisos muchos vienen con maletas grandes, coches de bebé y adultos mayores que les dificulta subir la escalera. Deberían poner ascensor!<br/>Y el área del exteriores es amplio pero antes de medio día el lobby se vuelve lleno de huéspedes, no tienen bien proporcionado el espacio.<br/>Lo mejor es que estas dentro de Disney, a 8 minutos en shuttle 🚌.",,,,,22
31,Pierrick Berruyer,3,il y a 4 jours ,01/2023,"Le petit déjeuner ne vaut pas son prix (et de loin…) Pour 24 EUR, on peut s’attendre à autre chose qu’une bouffe industrielle",,,,,22
32,Paul Varty,2,il y a 5 jours ,01/2023,"Bare in mind that if you get put in Calamity Jane its the most furthest block of rooms away from the park.<br/>(Traduit par Google)<br/>N'oubliez pas que si vous êtes installé à Calamity Jane, c'est le bloc de chambres le plus éloigné du parc.",,3,1,3,22
33,Paul Vergé,5,il y a 5 jours ,01/2023,Absolutely loved the place. Great value for money.<br/>(Traduit par Google)<br/>J'ai vraiment adoré l'endroit. Excellent rapport qualité/prix.,,,,,22
34,Naomi Foster,5,il y a 5 jours ,01/2023,,,,,,22
35,Bernardo Sampaio,5,il y a 5 jours ,10/2022,"Cheyenne is a mid tier resort, so it acts like one. I've stayed in all Disneyland Paris hotels and fell in love with the amazing atmosphere of this one. The Wild West theming is perfectly done and it feels like a western town. The rooms were very good as they were renovated not long ago (better than Sequoia Lodge's). The breakfast and food were really nice as well, it also has a Starbucks!<br/>The one downside of this hotel is the way it's laid out, you can get a room that's pretty far away from the facilities. This makes it a bit far from the parks with a 15-20 minute walk, buses are free though. This isn't a problem for me, as it let me enjoy the hotel vistas even more.<br/>Recommend it!<br/>(Traduit par Google)<br/>Cheyenne est une station balnéaire de niveau intermédiaire, elle agit donc comme telle. J'ai séjourné dans tous les hôtels de Disneyland Paris et je suis tombé amoureux de l'atmosphère incroyable de celui-ci. Le thème du Far West est parfaitement réalisé et on se croirait dans une ville de l'Ouest. Les chambres étaient très bien car elles ont été rénovées il n'y a pas longtemps (mieux que celles de Sequoia Lodge). Le petit déjeuner et la nourriture étaient vraiment bien aussi, il y a aussi un Starbucks !<br/>Le seul inconvénient de cet hôtel est la façon dont il est aménagé, vous pouvez obtenir une chambre assez éloignée des installations. Cela le rend un peu loin des parcs à 15-20 minutes à pied, les bus sont cependant gratuits. Ce n'est pas un problème pour moi, car cela me permet de profiter encore plus des vues de l'hôtel.<br/>Le recommander!", Vacances · Famille ,5,5,5,22
36,Alice Bellia,4,il y a 5 jours ,01/2023,"Hôtel bien situé, décoration dans le moindre détail, propreté dans la chambre qui manque d'isolation phonique, la climatisation fait un peu de bruit.",,4,5,5,22
37,Christopher,4,il y a 6 jours ,01/2023,"We paid £120 for a twin room on a Sunday in January.<br/>The room was on the small side compared to Sequoia Lodge, however it was clean and warm.<br/>Staff are excellent, check in was a breeze. We had an issue the hot water not working, however after calling reception a maintenance cast member arrived in less than 10 minutes and fixed it.<br/>I can understand why people wouldn’t be impressed paying £400 on the height of summer. I tend to stay off properly during the summer.<br/>Overall I think it’s a nice hotel for the price we paid. It’s about the same as Hotel Santa Fe in terms of what you get in the room so consider that one if it’s cheaper.<br/>(Traduit par Google)<br/>Nous avons payé 120 £ pour une chambre double un dimanche de janvier.<br/>La chambre était plutôt petite par rapport à Sequoia Lodge, mais elle était propre et chaleureuse.<br/>Le personnel est excellent, l'enregistrement a été un jeu d'enfant. Nous avons eu un problème avec l'eau chaude qui ne fonctionnait pas, mais après avoir appelé la réception, un membre de la distribution de maintenance est arrivé en moins de 10 minutes et l'a réparé.<br/>Je peux comprendre pourquoi les gens ne seraient pas impressionnés de payer 400 £ au plus fort de l'été. J'ai tendance à m'absenter correctement pendant l'été.<br/>Dans l'ensemble, je pense que c'est un bon hôtel pour le prix que nous avons payé. C'est à peu près la même chose que l'hôtel Santa Fe en termes de ce que vous obtenez dans la chambre, alors considérez-le si c'est moins cher.",,,,,22
38,Francisco Ortega Madera,5,il y a 6 jours ,01/2023,"(Traduit par Google) L'hôtel est parfait, avec les personnages Woody et Jessie là toute la matinée pour prendre des photos avec les enfants, les chambres sont très agréables et confortables. L'emplacement est également bon, il y a des bus très fréquents et vous n'avez pratiquement pas à attendre, en 5 minutes vous êtes au parc. Le petit déjeuner, qui est ce que nous avons essayé, était super. Tout un succès!<br/>(Avis d'origine)<br/>El hotel es perfecto, con los personajes Woody y Jessie toda la mañana por allí para hacerse fotos con los peques, las habitaciones muy bonitas y cómodas. La ubicación también es buena, hay autobuses muy frecuentes y casi no tienes que esperar, en 5 min estás en el parque. El desayuno, que es lo que probamos, fue genial. Todo un acierto!",,5,5,5,22
39,Kathia George,5,il y a 6 jours ,01/2023,,,4,5,5,22
40,Patrice Pertusa,2,il y a 6 jours ,01/2023,"Nous avons passé 3 jours au parc et 2 nuits dans cet hôtel qui était le plus ""abordable"" d'entre tous.<br/>Plus abordable ne devrait pas signifier médiocre.<br/>Pour quasiment 800€ on s'attend au moins à avoir une chambre irréprochable, et bien non. Les rideaux ne se fermaient pas complétement, le pommeau de la douche s'est complètement arraché du tuyau, nous avons retrouvé des poils dans la baignoire de la salle de bain... la chambre comportait une porte qui donnait sur la chambre voisine donc l'isolation sonore, vous oubliez également...<br/>En dehors de tout cela, on aurait apprécié la présence d'une petite bouilloire avec 2 sachets de thé... des hôtels 10 fois moins cher le font et sans supplément...<br/>Les seuls plus sont la décoration de la chambre qui est sympa, la proximité avec le parc... La présence d'un Starbucks dans l'hôtel est appréciable également... Ça évite de payer 23€ par personne et par matin pour le petit déjeuner..<br/>Dans l'ensemble c'est à l'image du parc, excessivement cher à tous les points pour au final peu de qualité, une machine à fric quoi...",,2,5,2,22
41,Dave Butchers,5,il y a 6 jours ,01/2023,, Affaires · Solo ,5,5,5,22
42,Simon Douillard,4,il y a 6 jours ,01/2023,"Très bon hôtel, chambre pour 3 avec 2 lits, manque de chaîne sur la télé mais on peut s'en passer! Les rideaux sont petits donc on voit la lumière par certains endroits. Notre séjour c'est très bien passé ! Je recommande", Vacances · Amis ,4,5,4,22
43,Damià Vidal,4,il y a une semaine ,01/2023,,,,,,22
44,federica mele,2,il y a une semaine ,01/2023,"(Traduit par Google) En 10 ans j'ai séjourné 3 fois dans cet hôtel, le personnel est excellent, la courtoisie et la gentillesse de tout le personnel. J'ai été tellement déçu de la propreté des chambres, je n'ai pas constaté d'évolution mais un léger recul de la part de la structure probablement causé par la pandémie. Je suis désolé mais je n'y retournerais pas la 4ème fois!Prix et photos qui ne correspondent pas au site. Je suis désolé<br/>(Avis d'origine)<br/>In 10 anni ho soggiornato in questo hotel 3 volte, il personale è eccellente, cortesia e gentilezza da parte di tutto lo staff. Sono rimasta tanto delusa dalla pulizia delle camere, non ho visto una evoluzione ma un lieve declino da parte della struttura probabilmente causata dalla pandemia. Mi spiace ma non tornerei la 4 volta!prezzi e foto che non corrispondono al sito internet. Mi dispiace", Vacances · Couple ,1,5,3,22
45,Laura Fernández Cano,5,il y a une semaine ,01/2023,, Vacances · Famille ,4,5,4,22
46,Lucia Centeno,5,il y a une semaine ,01/2023,"(Traduit par Google) Mon petit ami et moi sommes allés au parc Disney pendant quelques jours et nous avons séjourné dans cet hôtel avec un peu de peur à cause des critiques négatives que nous avions lues à ce sujet. Cependant, cela nous a surpris pour de bon.<br/>Les chambres sont impeccables, les gens ne savent pas à quoi s'attendre, du marbre et du luxe, mais pour le prix elles sont plutôt bien. Concernant le reste, ce qui nous a le plus plu c'est le silence, nous n'avons pas découvert qu'il n'y avait personne dans les chambres à côté de la nôtre.<br/>L'attention que nous avons reçue du personnel de l'hôtel était imbattable, toujours prête à nous aider, à répondre à nos questions et toujours avec le sourire aux lèvres.<br/>Par contre, l'hôtel était pratiquement à côté des parcs, à 8 minutes à pied, c'est-à-dire rien. De plus, il y a des bus toutes les 10 minutes entièrement gratuits.<br/>Nous avons essayé le buffet pour le petit-déjeuner et le dîner et la vérité est bien meilleure que prévu, ils avaient une grande variété de plats.<br/>Nous sommes partis très satisfaits et nous sommes clairs que si jamais nous revenons, nous y retournerons sans aucun doute.<br/>(Avis d'origine)<br/>Fuimos mi novio y yo unos días al parque Disney y nos alojamos en este hotel con un poco de miedo por las reseñas negativas que habíamos leído acerca de este. Sin embargo, nos ha sorprendido para bien.<br/>Las habitaciones están impecables, la gente no se que se espera la verdad, mármol y lujos, pero para el precio que tiene están bastante bien. Respecto a lo demás lo que más nos gustó fue el silencio que hay, no nos enteramos de que había nadie en las habitaciones de al lado de la nuestra.<br/>La atención que tuvimos por parte del personal del hotel, fue inmejorable, siempre dispuestos a ayudarnos, a resolver nuestras dudas y siempre con una sonrisa en la cara.<br/>Por otro lado, el hotel estaba prácticamente al lado de los parques, 8 minutos andando, ósea, nada. Además, hay buses cada 10 minutos completamente gratuitos.<br/>Nosotros probamos el bufet tanto él desayunos como en cenas y la verdad que mucho mejor de lo esperado, tenían una gran variedad de comida.<br/>Nos hemos ido muy satisfechos y tenemos claro que si alguna vez volvemos, iremos allí sin lugar a duda.", Vacances · Couple ,5,5,5,22
47,Hakima Benlaa,3,il y a une semaine ,01/2023,"Très bien pour un petit séjour à Disney. Chambre propre, petit déjeuner copieux et variés. Seul bémol : nous avions fait la demande pour un lit parapluie et, à notre arrivée, nous avons été surpris de le trouver déposé devant la chambre sans matelas et sans draps supplémentaire. Dommage.",,,,,22
48,Laura Carranza,5,il y a une semaine ,01/2023,"(Traduit par Google) Pour moi, l'un des meilleurs restaurants buffet de Disneyland Paris. Le meilleur, le service.<br/>(Avis d'origine)<br/>Para mi, de los mejores restaurantes buffet de Disneyland París. Lo mejor, el servicio.", Vacances · Famille ,4,4,5,22
49,Jiska R.,5,il y a une semaine ,01/2023,,,5,5,5,22
50,Silvia Castellvi,5,il y a une semaine ,01/2023,"(Traduit par Google) Super ensemble à l'ouest, super confortable et la nourriture assez bonne et variée pour un buffet<br/>(Avis d'origine)<br/>Super ambientat a l'oest, super còmode i el menjar força bo i variat per ser bufet",,5,5,5,22
51,Sandra Sisi,5,il y a une semaine ,12/2022,"Chambres pour 4, très grande et propre. Bien pensé pour une famille avec 2 enfants.", Famille ,5,5,5,22
52,Fernando Salvino,5,il y a une semaine ,01/2023,(Traduit par Google) Impressionnant. Tout est correct. une expérience passionnante<br/>(Avis d'origine)<br/>Impresionante. Todo correcto. Una experiencia emocionante,,5,5,5,22
53,Gabriele Bernasconi,3,il y a une semaine ,12/2022,"(Traduit par Google) L'idée de l'hôtel répandu sur le thème du western est sympa, malheureusement puisqu'il s'agit presque exclusivement des chambres, l'ambiance s'apparente plus à celle d'un village fantôme. L'hôtel n'est pas mal, l'emplacement est excellent et il est très bien desservi au niveau des transports, il est propre et le personnel est très gentil, mais le problème principal est le rapport qualité prix : le coût est vraiment excessif pour les prestations fournies et la qualité des chambres.<br/>(Avis d'origine)<br/>L'idea dell'hotel diffuso a tema western è carina, purtroppo trattandosi quasi esclusivamente di camere, l'atmosfera è più simile a quella di un villaggio fantasma. L'hotel non è male, la posizione è eccellente ed è molto ben servito dal punto di vista dei trasporti, è pulito e lo staff è molto gentile, ma il problema principale è il rapporto qualità-prezzo: il costo è davvero eccessivo per i servizi forniti e la qualità delle camere.", Famille ,3,5,3,22
54,FRANCISCO JAVIER JIMENEZ ROMERO,5,il y a une semaine ,01/2023,,,5,5,5,22
55,Clare Parr,4,il y a une semaine ,01/2023,,,4,5,5,22
56,Ibrahim Daou,5,il y a une semaine ,01/2023,,,,,,22
57,Nicole Foad-bailey,1,il y a une semaine ,01/2023,"The rooms have only 1 English channel, no films to watch in English  no mini fridge to keep drinks and snacks, no kettle to make drinks, and the worst thing happened to my daughter she burnt her back in the shower because the water went burning hot all of sudden..<br/>.<br/>Awful experience<br/>(Traduit par Google)<br/>Les chambres n'ont qu'une seule chaîne en anglais, pas de films à regarder en anglais, pas de mini-réfrigérateur pour conserver les boissons et les collations, pas de bouilloire pour faire des boissons, et la pire chose est arrivée à ma fille, elle l'a brûlée dans la douche parce que l'eau est devenue brûlante soudainement..<br/>.<br/>Expérience horrible", Famille ,1,3,1,22
58,Dylan Demay,5,il y a une semaine ,01/2023,Problème dans la salle de bain evier bouché,,4,5,5,22
59,Teresa de Jesús León Coello,4,il y a une semaine ,01/2023,, Vacances · Famille ,4,5,5,22
60,Atalys78 Atalys78,5,il y a une semaine ,01/2023,L'hôtel est vraiment pros la femme de ménage vous font les lits et vous rentrer le soir en bus du parc a 22h30 tout est ranger propre serviettes changer et produit remis plus qu'à se doucher et profiter de la nuit le petit déjeuner a volonté est vraiment super et le dîner également les personnes sont aimable avec un big up particulier a la personne qui vous reçoit au petit déjeuner et qui a une patate d'enfer et la transmet aux personnes même les douleurs de jambes  est secondaire avec une personne autant enthousiasme,,5,5,5,22
61,Laura,5,il y a une semaine ,12/2022,"(Traduit par Google) Je ne sais pas si c'est parce que j'avais des attentes très élevées ou quoi, mais j'ai adoré cet hôtel. Le thème, la décoration, mais surtout la douche et le lit. La douche était super chaude (c'était appréciable étant donné le froid qu'il faisait en décembre) et avec une bonne puissance. Le lit était très confortable pour moi (on finit par être tellement fatigué qu'on s'endort même sur une moustache de crevette). Nous avons mangé presque tous les jours au buffet du restaurant de l'hôtel et c'était super aussi. De plus, Woody ou Jessie étaient à l'hôtel presque tous les jours, donc c'était super. C'est une petite ville de l'Ouest et la vérité est que nous sommes repartis ravis. De plus, nous n'avons pas entendu de bruit venant de l'extérieur, le chauffage fonctionnait parfaitement. Le premier jour nous avons pris le bus (nous sommes des débutants) car c'est super proche du parc. Cela vaut la peine de marcher et de voir le paysage. Peut-être qu'il manque un peu de modernité mais en général, de ma façon de le comprendre, la douche et le lit étaient exceptionnels, donc je pense que c'est suffisant. Je le recommande, surtout si vous aimez le film Toy Story. Nous avons tous adoré 🥹🥹👏🏻👏🏻 Je n'ai aucun défaut.<br/>(Avis d'origine)<br/>No sé si es porque iba con las expectativas súper altas o qué, pero el hotel me encantó. La temática, como está decorado, pero sobre todo la ducha y la cama. La ducha salía suuuuper calentita (se agradecía con el frío que hacía en diciembre) y con buena potencia. La cama me resultó muy cómoda (acabas tan cansando que te duermes hasta en el bigote de una gamba). Cenamos casi todos los días en el bufet del restaurante del hotel y genial también. Además, casi todos los días estaban en el hotel Woody o Jessie, así que genial. Es una pequeña ciudad del Oeste y la verdad que salimos encantados. Además, no escuchábamos ni un ruido del exterior, la calefacción funcionaba perfectamente. El primer día cogimos el bus (pecamos de novatos) porque está súper cerca del parque. Merece la pena ir andando y viendo el paisaje. Quizá le falte alguna modernidad pero por lo general, para mi forma de entenderlo, la ducha y la cama estaban de sobresaliente, así que con eso creo que basta. Lo recomiendo, sobre todo si te gusta la película de Toy Story. Nos encantó a todos 🥹🥹👏🏻👏🏻no tengo ninguna pega.",,,,,22
62,Noelia Morales Cortés,5,il y a une semaine ,01/2023,,,5,5,5,22
63,Da Mota Alicia,5,il y a une semaine ,01/2023,Belle hôtel personnel très agréable chambre très propre je recommande, Couple ,5,5,5,22
64,john varet,5,il y a une semaine ,01/2023,,,,,,22
65,Jan Fylip,4,il y a une semaine ,01/2023,, Vacances · Famille ,4,5,4,22
66,Μαρία Ρήγα,5,il y a une semaine ,01/2023,,,5,5,5,22
67,Hayet Hayettt,5,il y a une semaine ,01/2023,Malgres les quelques avis négatifs j'y suis quand même aller et franchement pas déçu j'y suis et c'est très propre spacieux les personnels super sympas je recommande cet hôtel, Vacances ,5,5,5,22
68,Johana Frin,5,il y a une semaine ,01/2023,,,5,5,5,22
69,lyly lyly,2,il y a une semaine ,01/2023,"Arrivée le dimanche j’avais déjà effectué mon enregistrement, à l’accueil on me dit que le numéro de chambre sera envoyé à 15h, 16h toujours rien j’ai du faire l’attente pour avoir l’information. Une fois arrivée dans la chambre pas de serviettes de toilette, la chambre est pas terrible gouttes de peinture sur les robinets de salle de bain. On nous demande d’aller le lendemain sur un parking privé vip pour plus de confort (accès plus rapide du parc) au final le tapis roulant est en travaux nous avons du marcher plus que si j’avais pris la navette de l’hôtel sans nous prévenir ! Au final service pas très concluant.", Vacances · Famille ,1,3,2,22
