,Name,ReviewRate,ReviewTime,ReviewVisite,ReviewText,VoyageType,RoomRate,EmplacementRate,ServiceRate,HostelType
15,Melanie Brühn,5,il y a 2 jours ,03/2022,"(Traduit par Google) Un super hôtel incroyable! La thématisation est une totale réussite ! De plus, il est de très bon goût et ne plaira certainement pas uniquement aux fans de Marvel ! La chambre était absolument magnifique et très propre ! Nous avions une chambre Empire State Club et donc accès au salon Empire State Club, ce qui était tout simplement génial ! Le petit déjeuner était un A+, le service était de qualité supérieure et le salon lui-même était joliment décoré ! Bien sûr, l'hôtel est dans une gamme de prix plus élevée, mais si vous voulez passer de courtes vacances très spéciales avec beaucoup de confort à Disneyland, c'est certainement le bon endroit pour vous !<br/>(Avis d'origine)<br/>Ein unglaubliches tolles Hotel! Die Thematisierung ist total gelungen! Außerdem ist es sehr geschmackvoll und wird sicherlich nicht nur Marvel-Fans gut gefallen! Das Zimmer war total schön und sehr sauber! Wir hatten ein Empire State Club Zimmer und somit auch den Zugang zu der Empire State Club Lounge, die einfach nur super war! Das Frühstück war eine 1+, der Service war tip-top und die Lounge selbst war schön eingerichtet! Natürlich liegt das Hotel in einer höheren Preisklasse, aber wer einen ganz besonderen Kurzurlaub mit viel Komfort im Disneyland verbringen möchte, ist hier definitiv richtig!", Vacances · Famille ,5,5,5,26
16,clément bourdin,5,il y a 2 jours ,01/2023,,,,,,26
17,Jessica Hutchinson,4,il y a 2 jours ,01/2023,, Vacances · Famille ,5,5,5,26
18,Allison Pereira,3,il y a 2 jours ,01/2023,"(Traduit par Google) L'hôtel est magnifique. Mais on ne peut pas choisir où on va s'asseoir au restaurant s. Nous devons nous asseoir à la table où la personne est ce que vous voulez asseoir. Nos toilettes étaient cassées, ils disent qu'ils le réparent mais ça se casse à nouveau. La nourriture est bonne mais pas expetaculair. Personeel vriendelijke.<br/>(Avis d'origine)<br/>The hotel is beautiful. But we can not choice where we go seat at the restaurant s . We have to seat at the table where the personeel whats you to seat. Our toilet was broken ,they say that they fix it but it but it goes broken again.  The food is goed but not expetaculair. Personeel vriendelijke.",,3,5,3,26
19,Dylan Horn,5,il y a 2 jours ,01/2023,"Une expérience incroyable autant Pour les enfants que pour les parents. Quand on entre dans l’hôtel, on entre dans la bulle marvel.", Vacances ,5,5,5,26
20,Isabelle Lemoine,5,il y a 2 jours ,01/2023,,,5,4,5,26
21,Adeline,5,il y a 2 jours ,01/2023,"Mon conjoint et moi-même avons passé un très bon séjour dans cet hôtel ! La chambre était spacieuse, la literie confortable. Le petit-déjeuner très varié et le personnel est très agréable. Les prestations étaient à la hauteur de nos attentes.", Couple ,5,5,5,26
22,Michael Schaflinger,5,il y a 2 jours ,01/2023,"(Traduit par Google) L'hôtel est absolument recommandable ! Super chambres, personnel sympathique, bonne nourriture et à 5 minutes à pied des parcs?<br/>C'est une expérience pour tous les fans de Marvel, autant de petits détails qui vous surprendront encore et encore ! 😊<br/>(Avis d'origine)<br/>Das Hotel ist absolut empfehlenswert! Super Zimmer, freundliches Personal, gutes Essen und 5 Minuten zu Fuß in die Parks 👍<br/>Es ist ein Erlebnis für jeden Marvel Fan, soviele kleine Details die einen immer wieder überraschen! 😊", Vacances · Famille ,5,5,5,26
23,Giuseppe Bernava,5,il y a 2 jours ,01/2023,"(Traduit par Google) Moderne et efficace, impeccablement propre<br/>(Avis d'origine)<br/>Moderno ed efficiente, pulitissimo",,5,5,5,26
24,Darren Beck,4,il y a 3 jours ,01/2023,,,4,4,4,26
25,mario busc,4,il y a 3 jours ,01/2023,,,,,,26
26,Yassiiin,5,il y a 3 jours ,01/2023,"Je ne suis resté qu'une seule nuit mais elle fut superbe. Entre la beauté de la chambre qui est complète et le waw du reste de l'hôtel.<br/>Miroir fait guise de TV aussi, le grand lit est confort. Parking gratuit a disposition et à quelques pas des restaurants et boutiques Disney extérieur.", Vacances · Couple ,4,5,5,26
27,Rene Vermoolen,5,il y a 3 jours ,01/2023,,,5,5,5,26
28,Phil Corbett,5,il y a 3 jours ,12/2022,"(Traduit par Google) A mangé au restaurant. La nourriture était excellente et comme c'était l'anniversaire de mon père, ils lui ont tous chanté joyeux anniversaire!<br/>(Avis d'origine)<br/>Ate at the restaurant. Food was great and as it was my Dad’s birthday they all sung happy birthday to him!",,,,,26
29,Frédéric DENISOT,4,il y a 3 jours ,01/2023,,,,,,26
30,Giovanni Crispo,5,il y a 3 jours ,01/2023,,,,,,26
31,Martin Hand,5,il y a 3 jours ,01/2023,"(Traduit par Google) Wow juste wow..Hôtel incroyable à 5 minutes à pied du parc Disney principal ... Beaucoup de choses propres et propres à regarder, etc. Verious Avangers art et vieux magazine<br/>(Avis d'origine)<br/>Wow just wow..Amazing hotel 5min walk to main Disney park...Neat and clean lots to look at etc Verious Avangers art and old magazine",,4,5,5,26
32,Nicolas Vl (MrFridji),5,il y a 3 jours ,01/2023,,,,,,26
33,July Bublitz,5,il y a 3 jours ,01/2023,(Traduit par Google) Il y avait des jours incroyables dans cet hôtel. j'indique.<br/>(Avis d'origine)<br/>Foram dias incríveis nesse hotel. Eu indico.,,,,,26
34,Gravet Mathieu,5,il y a 4 jours ,01/2023,Magnifique endroit et personnel excellent,,,,,26
35,Victoria Nikolopoulou,5,il y a 4 jours ,01/2023,, Vacances · Famille ,4,5,5,26
36,cristina malvisi,5,il y a 4 jours ,01/2023,(Traduit par Google) Que puis-je dire .. waoo !!<br/>(Avis d'origine)<br/>Che dire..waoo!!,,5,5,5,26
37,pabloS8p,5,il y a 4 jours ,01/2023,, Vacances · Famille ,5,5,5,26
38,Fiorella Collacciani,5,il y a 4 jours ,01/2023,(Traduit par Google) Personnel italien<br/>(Avis d'origine)<br/>Personale italiano,,5,4,4,26
39,M Beckett,4,il y a 4 jours ,01/2023,,,3,5,4,26
40,Plisson Delphine,5,il y a 4 jours ,01/2023,"L'hôtel est superbe, l'accueil parfait, rien à dire.",,5,5,5,26
41,Harry Trendall,5,il y a 5 jours ,01/2023,(Traduit par Google) Très bon. Surtout mon garçon Clément qui nous a fait faire une belle visite de tout l'art cool de l'hôtel. Très sympa 🙂<br/>(Avis d'origine)<br/>Very good. Especially my boy Clement who took us on a lovely tour of all of the cool art in the hotel. Very nice 🙂,,5,5,5,26
42,Splendide Émeraude,4,il y a 5 jours ,01/2023,Très bel hôtel - personnel très avenant !<br/>Une réception et une conciergerie très sympathiques et efficaces - chambres rien à dire - une très belle literie - je recommande, Vacances ,5,5,5,26
43,Annette Hartwell,5,il y a 5 jours ,01/2023,,,,,,26
44,Loli Martín,5,il y a 5 jours ,01/2023,(Traduit par Google) Je ne l'ai visité que de l'extérieur et cela semblait merveilleux<br/>(Avis d'origine)<br/>Solo lo visité por fuera y me pareció maravilloso,,,,,26
45,senso blue,5,il y a 5 jours ,01/2023,, Vacances · Famille ,5,5,5,26
46,Kylian Schmitt,4,il y a 6 jours ,01/2023,"Hôtels très bien placé, décoration Marvel omniprésente et de qualité, de nombreux personnages Marvel, se promène dans l'hôtel, chambre propre avec une salle de bain tout équipé, la décoration de la chambre est très bien aussi, petit bémol la taille de la pièce. Petit déjeuner vraiment bon et avec beaucoup beaucoup de choix.",,4,5,4,26
47,Benoît Jourdan,5,il y a 6 jours ,01/2023,,,,,,26
48,lydia bodin,5,il y a 6 jours ,01/2023,"Malgré le prix élevé de la chambre, j'ai apprécié mon séjour. Tout était génial ! La chambre est très belle, la literie confortable, le plateau de courtoisie apprécié. Le fait de pouvoir faire des photos avec les supers héros également. Un bémol cependant, l'accès à un restaurant mais uniquement avec une carte.",,5,5,5,26
49,Delaveau Amandine,5,il y a 6 jours ,01/2023,"Hôtel magnifique, des chambres incroyable. Une literie au top, salle de bain grande. Personnel à l’écoute, la pour vous. Si vous êtes malade n’hésitez pas à leur en parler, ils sont là pour vous et vous conseillent! Je recommande ++++", Vacances · Famille ,5,5,5,26
50,Virginie VILLARROYA,4,il y a 6 jours ,01/2023,,,,,,26
51,Grégory Cocusse,3,il y a 6 jours ,01/2023,"Marvelleuse expérience, cadre et décoration incroyables, personnel au top", Affaires ,5,5,5,26
52,Robin Gautschi,4,il y a 6 jours ,01/2023,, Vacances · Couple ,4,4,5,26
53,syra champagne,5,il y a une semaine ,01/2023,"Excellent accueil dès notre arrivée, l'enregistrement s'est fait rapidement. Petit bémol, nous avions réservé une chambre avec 2 lits doubles, et on nous propose un lit double et un lit convertible. Heureusement problème résolu très vite.", Famille ,4,5,5,26
54,Emilie Delavault,5,il y a une semaine ,01/2023,Extraordinaire en termes d'accueil. Jolie chambre. Dommage qu'il n'y ait pas plus de personnages accessibles.,,5,5,5,26
55,Matisse Klingeleers,5,il y a une semaine ,01/2023,,,,,,26
56,Dr. João Manzano,5,il y a une semaine ,01/2023,,,,,,26
57,Florence Delmulle,5,il y a une semaine ,01/2023,,,,5,,26
58,Sandra Puertollano Ruíz,5,il y a une semaine ,01/2023,"(Traduit par Google) Une expérience sur 10 ! Mon fils de 4 ans est fan de tous les personnages Marvel, ainsi que mon mari. L'hôtel a chacun des détails des personnages. De plus, vous pouvez réserver des réunions avec des personnages à l'hôtel, la nourriture qu'ils proposent est assez bien, ainsi que les petits déjeuners, personnel très attentionné et très sympathique, surtout Nalya, qui était une fille très attentionnée, surtout avec le petit, j'espère pouvoir revenir bientôt et renouveler cette expérience et revoir Nalya.<br/>(Avis d'origine)<br/>Una experiencia de 10! Mi pequeño de 4 años es fanático de todos los personajes Marvel al igual que mi marido, el hotel tiene cada uno de los detalles de los personajes a demás puedes reservar en el mismo hotel encuentros con personajes, la comida que ofrecen bastante bien al igual que los desayunos, personal muy muy atento y muy amables en especial Nalya que fue una chica muy atenta sobre todo con el pequeño, espero poder volver pronto y repetir esta experiencia y volver a ver a Nalya.", Famille ,5,5,5,26
59,Raymond Teh,4,il y a une semaine ,01/2023,"(Traduit par Google) Petite chambre très chère. Super bondé le week-end. Nourriture à Manhattan médiocre en goût, bonne présentation. Le personnel est serviable malgré une lourde charge de travail. Besoin de cet hôtel si vous avez de jeunes enfants. Sinon, prenez plutôt une belle suite à Paris dans un hôtel cinq étoiles.<br/>TR 14/1/23<br/>(Avis d'origine)<br/>Very expensive small room. Super crowded on weekends. Food in Manhattan mediocre in tastre, good in presentation. Staff is helpful despite under heavy workload. Need this hotel it if you have small kids. Otherwise, get a nice suite in Paris instead at a five star hotel.<br/>RT 14/1/23", Vacances · Amis ,3,5,5,26
60,Jennifer ROBERT,5,il y a une semaine ,01/2023,, Vacances · Famille ,5,5,5,26
61,Peter Vandebroek,4,il y a une semaine ,01/2023,"(Traduit par Google) Très bel hôtel. Excellent service, même en flamand. Belle chambre.<br/>(Avis d'origine)<br/>Heel mooi hotel. Geweldige service, zelfs in het Vlaams. Prachtige kamer.", Couple ,5,4,5,26
62,Ross Greenwood,5,il y a une semaine ,01/2023,,,5,5,5,26
63,mymy mymy,4,il y a une semaine ,01/2023,"Le personnel manquait de références et ne savait pas donner des infos pertinentes aux clients  ( ex : heures des parades, ... ). Pas de pt déjeuner avec des personnages  ... donc obligation de se lever tôt et traverser une bonne partie du parc pour avoir ce service ...", Vacances · Famille ,4,4,2,26
64,Nathan Guerra,5,il y a une semaine ,01/2023,,,5,5,5,26
65,Conny Goudeseune,5,il y a une semaine ,01/2023,,,,,,26
66,Stéphanie Valenti,5,il y a une semaine ,01/2023,, Vacances · Amis ,5,5,5,26
67,Dylan Dupas,5,il y a une semaine ,01/2023,,,5,5,5,26
68,Fayçal Hamma,1,il y a une semaine ,01/2023,,,,,,26
69,Nicola Crea,5,il y a une semaine ,01/2023,"(Traduit par Google) Rien de moins qu'une expérience extraordinaire, les cinq étoiles se méritent du check in au check out, on se sent pratiquement insouciant, ils ont la capacité de vous faire penser à rien, sans compter que tout ce que vous demandez vous sera accordé. Personnel hautement qualifié, capable de parler au moins quatre langues.<br/>Le petit-déjeuner et le dîner sont vastes pour tous les types de cuisine.<br/>Les chambres bien entretenues et d'une propreté morbide idem pour les salles de bains communes.<br/>A quelques pas de l'entrée du parc, bref, à essayer absolument au moins une fois dans sa vie, j'ai passé trois jours inoubliables en famille, jamais vu mes belles princesses aussi heureuses....<br/>Nous avons hâte d'y retourner<br/>(Avis d'origine)<br/>Esperienza a dir poco straordinaria, le cinque stelle sono strameritate dall check in fino al check out, ti senti praticamente spensierato, hanno la capacità di non farti pensare a nulla,per non tralasciare che  tutto ciò che chiederai verrà esaudito. Personale altamente qualificato, in grado di parlare almeno quattro lingue.<br/>La colazione e la cena è vasta di ogni tipo cucina.<br/>Le stanze ben curate e morbosamente pulite  idem per i bagni comuni.<br/>A pochi passi dal ingresso del parco, insomma assolutamente da provare almeno una volta nella vita, ho passato tre giorni indimenticabili con la mia famiglia, mai visto le mie splendide principesse così felici....<br/>Non vediamo l ora di tornare",,5,5,5,26
70,Blas Sanchez,5,il y a une semaine ,01/2023,,,,,,26
71,Thibaut Dormont,5,il y a une semaine ,01/2023,"Une expérience hôtelière incroyable pour petits et grands, un service de grand standing, petit déjeuner, repas etc... Cadeaux pour les enfants.<br/>Bref je recommande vivement.", Vacances · Famille ,5,5,5,26
72,Corina G.,4,il y a une semaine ,01/2023,(Traduit par Google) Personnel super sympa et serviable. Le service ne laisse rien à désirer. Visuellement un vrai régal pour les yeux et un must absolu pour tous les fans.<br/>(Avis d'origine)<br/>Super freundliches und hilfsbereites Personal. Service lässt keine Wünsche offen. Optisch ein wahrer Augenschmaus &amp; für alle Fans ein absolutes Muss., Vacances · Famille ,4,5,5,26
73,Valerie Martinez,5,il y a une semaine ,01/2023,"1ère expérience dans un hôtel à Disneyland Paris. Emplacement idéal, proche des parcs (8 minutes à pied), chambre bien aménagée et une belle immersion dans l'univers Marvel. La piscine est magnifique, l'ambiance de l'hôtel est calme et apaisée. Il y a beaucoup de belles images exposée. Oui, c'est un peu cher, mais c'était pour une occasion spéciale et je ne regrette pas.", Vacances · Famille ,5,5,5,26
74,Miralys Zamora,5,il y a une semaine ,01/2023,(Traduit par Google) Excellent mais peut mieux faire<br/>(Avis d'origine)<br/>Excelente pero puede ser mejor,,5,5,4,26
75,Sacha- L,5,il y a une semaine ,01/2023,"Juste magique pour les fans de Marvel, tout était magnifique, mes filles et moi avons adoré se week-end", Vacances · Famille ,5,5,5,26
76,Westley Lewis,4,il y a une semaine ,01/2023,(Traduit par Google) Je le recommande vivement à tout fan de Marvel<br/>(Avis d'origine)<br/>Would highly recommend for any marvel fan,,,,,26
77,Dorothee Liot,5,il y a une semaine ,01/2023,Fabuleux,,,,,26
78,Sébastien Cailleau,5,il y a une semaine ,01/2023,Magnifique hotel sur l'univers Marvel avec plein de petits détails. Un endroit à visiter absolument.,,,,,26
79,JTR76,5,il y a une semaine ,01/2023,"Chambre magnifique, à deux pas de Disney village.", Famille ,5,5,5,26
80,Najla J,4,il y a une semaine ,01/2023,(Traduit par Google) La chambre était petite. L'application était très lente. Ils ne vous expliquent pas vos avantages. L'emplacement était génial car il est trop proche des parcs<br/>(Avis d'origine)<br/>The room was small. The app was very slow. They don't explain to you your benefits. The location was great cause it's too close to the parks, Vacances · Famille ,3,5,3,26
81,Juan Fernández,5,il y a une semaine ,01/2023,,,5,5,5,26
82,La Di (“Nickali”),5,il y a une semaine ,12/2022,,,,,,26
83,paul hochon,5,il y a une semaine ,01/2023,,,5,5,5,26
84,Philippe Schneider,5,il y a une semaine ,01/2023,"Bel hôtel, belles chambres, superbe piscine, belles prestations, le tout à deux pas du parc mais Disney is Disney : Ambassadeur du capitalisme, machine à pomper l argent des pauvres ouvrières et ouvriers qui croient encore aux contes de fées et aux super heros",,5,5,5,26
85,Christine Morsch,5,il y a une semaine ,01/2023,, Vacances · Couple ,5,5,5,26
86,Katia Paredero,4,il y a une semaine ,01/2023,, Vacances · Famille ,5,4,4,26
87,Francesco Bifol Buffoli,5,il y a une semaine ,01/2023,, Vacances · Famille ,5,5,5,26
88,Michael Gresset,4,il y a une semaine ,01/2023,"Tout est de qualité dans l'hôtel (chambres, bars, restaurants, déco). Mais le prix est vraiment élevé.", Vacances · Famille ,4,5,4,26
89,Emanuela Ferrara,5,il y a une semaine ,01/2023,(Traduit par Google) Personnel sympathique et à l'écoute des besoins des clients. Chambre spacieuse et très bien décorée.<br/>(Avis d'origine)<br/>Personale gentilissimo e attento alle esigenze del cliente. Camera spaziosa e molto ben arredata., Vacances · Famille ,5,5,5,26
90,Carol Taffoureau,5,il y a une semaine ,01/2023,,,,,,26
91,Gérald Thierion,5,il y a une semaine ,01/2023,"Client régulier de Disneyland et du New york, l'hôtel je peux dire que l'expérience client sur l'hôtel a clairement évolué il est superbement rénové. En tant que fan Marvel on est servi déco soignée, chambres très qualitatif par rapport à avant , high tech et très propre...les bars sont juste géniaux et le personnel très attentif et agréable...On a profité de la piscine avec les enfants c'était sympa.<br/>Je recommande...", Vacances · Famille ,5,5,5,26
92,Gordon Lambergier,5,il y a une semaine ,01/2023,,,,,,26
93,Tom Ries,5,il y a une semaine ,01/2023,👍,,,,,26
94,Toñi Diaz,5,il y a une semaine ,01/2023,"(Traduit par Google) Du centre esthétique Toñi Díaz de Elche, nous souhaitons recommander cet hôtel. L'atmosphère qu'ils ont obtenue est incroyable et à quel point tout est bien décoré. Marvel peintures et dessins dans tout l'hôtel. Les chambres sont super bien décorées et modernes. Tous les employés sont merveilleux et la nourriture est spectaculaire. Un 10 sur 10 !!<br/>(Avis d'origine)<br/>Desde el Centro de Estética Toñi Díaz de Elche queremos recomendar este hotel. Es increíble la ambientación que han conseguido y lo bien decorado que está todo. Cuadros y dibujos de Marvel por todo el hotel. Las habitaciones súper bien ambientadas y modernas. Todos los empleados una maravilla y la comida espectacular. Un 10 de 10!!", Vacances · Famille ,5,5,5,26
95,Marc Doffoux,5,il y a une semaine ,01/2023,, Vacances ,5,5,5,26
96,Louis Rambourg,5,il y a une semaine ,01/2023,"Incroyable, magnifique !<br/>Nous avons souhaité refaire l’hôtel New York suite à la rénovation.<br/>Une métamorphose incroyable.<br/>Vous êtes immergé dans un établissement new-yorkais moderne tout en étant chez les Avengers !<br/>C’est digne d’un 4 étoiles",,,,,26
97,Ioannis Grigorakis,5,il y a une semaine ,01/2023,"(Traduit par Google) Emplacement parfait, à côté des parcs Disney.<br/>Buffet dînatoire très savoureux.<br/>Bien décoré avec des héros Marvel.<br/>Piscine intérieure chauffée.<br/>Totalement recommandé à toutes les familles qui souhaitent séjourner à côté de Disneyland Paris.<br/>(Avis d'origine)<br/>Perfect location, next to the Disney parks.<br/>Very tasty dinner buffet.<br/>Well decorated with marvel heroes.<br/>Internal heated pool.<br/>Totally recommended to all families that want to stay next to Disneyland Paris.", Vacances · Famille ,5,5,5,26
98,federico ubaldi,5,il y a une semaine ,01/2023,, Vacances · Famille ,5,5,5,26
99,Dimitri de Bournonville,5,il y a une semaine ,01/2023,, Vacances · Famille ,3,4,4,26
100,Rolf Tjalsma,4,il y a une semaine ,01/2023,,,,,,26
101,Sjoerd Heij,4,il y a 2 semaines ,01/2023,"(Traduit par Google) Le service qui vient avec le prix de cet hôtel. Un certain nombre de petits restaurants font en sorte que votre déjeuner, dîner, etc. soit moins encombré. Un personnel formidable et serviable qui fait tout son possible pour vous rendre aussi confortable que possible et certainement un bon environnement pour les vrais fans de Marvel. Bref, une expérience agréable.<br/>(Avis d'origine)<br/>De service die bij de prijs van dit hotel hoort. Een aantal kleinere restaurants maakt dat je lunch, diner, etc minder massaal aanvoelen. Geweldig, behulpzaam personeel die echt hun best doen om het je zo aangenaam mogelijk te maken en zeker een goede omgeving voor de echte Marvel fans. Kort om, een aangename ervaring.", Vacances · Famille ,4,4,5,26
102,COUMBA sylla,5,il y a 2 semaines ,01/2023,,,,,,26
103,flinois valerie,5,il y a 2 semaines ,01/2023,, Vacances · Amis ,4,5,5,26
104,TJ X,3,il y a 2 semaines ,01/2023,, Vacances · Famille ,3,3,5,26
105,Thomas van der Aa,5,il y a 2 semaines ,01/2023,,,5,5,5,26
106,Susana Borrás,5,il y a 2 semaines ,01/2023,(Traduit par Google) Excellent hôtel. Joliment décoré. Confortable et moderne. Belles chambres. Espaces enfants très bien préparés. La piscine très agréable. Les restaurants de très bonne qualité. Vous retrouvez des Super Héros autour du bar Skyline et dans les décors de tous les halls.<br/>(Avis d'origine)<br/>Excelente hotel. Muy bien decorado. Cómodo y moderno. Habitaciones preciosas. Zonas infantiles muy bien preparadas. La piscina muy agradable. Los restaurantes de muy buena calidad. Te encuentras súper Héroes por el bar Skyline y en decoraciones de todos los pasillos.,,5,5,5,26
107,andrea berruti,5,il y a 2 semaines ,01/2023,(Traduit par Google) Vraiment super sympa. Nous nous sommes bien amusés<br/>(Avis d'origine)<br/>Veramente super bello. Ci siamo divertiti molto, Vacances · Famille ,5,5,5,26
108,Radhia Naili,5,il y a 2 semaines ,12/2022,"Un séjour magnifique !!<br/>L’hôtel est propre , moderne .. bien placé , les employés sont très serviables et professionnels<br/>surtout le personnel de 2 restaurants<br/>Merci beaucoup !!", Vacances · Famille ,4,5,5,26
109,Marie-france Recule,5,il y a 2 semaines ,01/2023,3 jours superbe, Famille ,5,5,4,26
110,Manuel Gomes De Oliveira,4,il y a 2 semaines ,01/2023,,,,,,26
111,Steven Osborn,3,il y a 2 semaines ,01/2023,"(Traduit par Google) Pas très impressionné si je suis honnête. Beaucoup moins impressionnant que Disney Florida, surtout le service. Bouteille très chère de 330 ml de Fanta, coca, etc. 6 £. Repas de restauration rapide Disney £ 18.<br/>(Avis d'origine)<br/>Not very impressed if I'm honest. Far less impressive than Disney Florida, especially the service. Very expensive 330ml bottle of Fanta, coke, etc. £6. Disney fast food meal £18.",,3,2,2,26
112,Sandra,5,il y a 2 semaines ,01/2023,, Vacances · Famille ,5,5,4,26
113,David Lahcene,5,il y a 2 semaines ,01/2023,(Traduit par Google) la magie<br/>(Avis d'origine)<br/>Magic,,5,5,5,26
114,Lucie Letellier,5,il y a 2 semaines ,01/2023,,,5,5,5,26
115,Myriam Riverita,5,il y a 2 semaines ,01/2023,,,5,5,5,26
116,herve collinet,5,il y a 2 semaines ,01/2023,,,5,5,5,26
117,Kevin Cridland,5,il y a 2 semaines ,01/2023,, Vacances · Famille ,5,5,4,26
118,Chouquette 06,5,il y a 2 semaines ,01/2023,"Tout simplement magique nous y étions pour le réveillon de Noël en Compass Club Chambre magnifique 7eme étage vu sur le lac, nous avions commandé le coffret de Noël le prix est assez conséquent mais c'était une surprise pour notre fille. A notre arrivée il était posé sur le lit. Avec des peluches de Noël Mickey et Mini, un plaid, des boules gravées Newport, ect ect... L'hôtel a rajouté des pièces en chocolats pour les 30 ans de Disney, bouteilles d'eau offertes, chocolats offerts, chaussons offerts, peignoirs ect...Je recommande au moins une fois le Compass Club avec pension complète ça été notre cadeau de Noël, nous avons réservés les restaurants les plus prisés du parc ...nous avons été enchantés, menus gastronomique excellents, le personnel au top, tous les jours petit goûter à 16h dans l'hôtel, petit déjeuner dans l'hôtel au calme pas de queue à faire une partie du restaurant nous était réservé, je pourrais encore développer notre séjour se serait trop long bref ... Je recommande le Newport compass Club période de Noël c'est féerique c'est magique. Des clients très très contents merci pour votre accueil à l'année prochaine.",,5,5,5,26
119,Sandrine Wailly,4,il y a 2 semaines ,01/2023,,,,,,26
120,Maxence Boronat,5,il y a 2 semaines ,01/2023,, Vacances · Famille ,4,5,5,26
121,Ino Panayotou,4,il y a 2 semaines ,01/2023,,,,,,26
122,goldorak16230 ',5,il y a 2 semaines ,01/2023,Toujours au top 🎉🎉😁 vive Marvel,,,,,26
123,Alex Delaunois,5,il y a 2 semaines ,01/2023,, Vacances · Famille ,5,5,5,26
124,Jodie Gunter,1,il y a 2 semaines ,11/2022,"(Traduit par Google) Notre famille a réservé 2 chambres dans cet hôtel.<br/>Pour être honnête, à notre première arrivée, nous nous sommes sentis très excités et le hall d'entrée est charmant et grandiose. Cependant, nos deux chambres ont été cambriolées et cambriolées quelques heures après avoir été à l'hôtel. Nous avons perdu 2 jours sur 4 à gérer cela, à déménager et à nous rendre au poste de police. Nos enfants étaient terrifiés et cela a complètement gâché les vacances pour nous tous. Le personnel de l'hôtel lui-même était adorable, mais je préviens que le siège social de Disney est loin d'être serviable et extrêmement lent à répondre. Leur réponse a été une insulte et nous ne reviendrons malheureusement pas, ce que nous avions prévu de faire bientôt avec plus de famille.<br/>(Avis d'origine)<br/>Our family reserved 2 rooms in this hotel.<br/>To be honest on first arrival we felt very excited and the foyer is lovely and grand. However both our rooms were broken in to and robbed within a matter of a couple of hours of being in the hotel. We lost 2 of 4 days having to deal with this, moving rooms and going to the police station. Our children were terrified and it completely ruined the holiday for us all. The hotel staff themselves were lovely but I’d warn that Disney head office are far from helpful and extremely slow in responding. Their response has been an insult and we sadly won’t return which we had been planning to do with more family soon.",,,,,26
125,Myriam van damme,4,il y a 2 semaines ,01/2023,,,4,5,4,26
126,california texas,5,il y a 2 semaines ,01/2023,, Vacances · Famille ,5,5,5,26
127,Kelvin McDonald,5,il y a 2 semaines ,01/2023,"(Traduit par Google) Ambiance, thème, design absolument de premier ordre, brillamment réalisés pour les fans de Marvel. Très bien situé, le caractère rencontre la fraîcheur.<br/>Cher, parfois un service de bar un peu lent / inattentif.<br/>(Avis d'origine)<br/>Ambiance, theming, design all absolutely top notch, brilliantly realised for Marvel fans. Great location, character meets cool.<br/>Pricey, occasionally bar service a touch slow/inattentive.", Vacances · Famille ,5,5,4,26
