Review ID,Review Rate,Review Time,Review Text,Review Visite
Karin Wouters,5,il y a 3 jours,no comment,01/2023
mario busc,4,il y a 3 jours,no comment,01/2023
Jennifer Genevois,5,il y a 3 jours,no comment,01/2023
Katell Miss,5,il y a 4 jours,no comment,01/2023
Monique Evans,4,il y a 4 jours,no comment,01/2023
Gauthier Martin,5,il y a 4 jours,no comment,01/2023
William (S),4,il y a 4 jours,no comment,01/2023
Ivan Xiang,5,il y a 4 jours,no comment,01/2023
Artémis Khaine,5,il y a 4 jours,no comment,01/2023
Vanessa Boisdet,5,il y a 4 jours,no comment,01/2023
Victoria nevan,5,il y a 4 jours,no comment,01/2023
Raphael Letailleur,5,il y a 4 jours,no comment,01/2023
2319tom,5,il y a 4 jours,no comment,01/2023
Helene Chomat,5,il y a 4 jours,no comment,01/2023
andre leme cancegliero,5,il y a 4 jours,(Traduit par Google) Plus frais que le parc principal. Les indications et services comme les toilettes sont beaucoup plus précis et bien répartis(Avis d'origine)Mais legal que o parque principal. As indicacoes e servicos como toalettes sao bem mais exatas e bem distribuidos,01/2023
AXELLE oiselay,5,il y a 4 jours,no comment,01/2023
Luigi Montefusco,5,il y a 4 jours,no comment,01/2023
Marco Martins,5,il y a 4 jours,no comment,01/2023
carlos malave,5,il y a 4 jours,no comment,01/2023
Alex Kinner,5,il y a 4 jours,Fantastic time highly recommended.(Traduit par Google)Moment fantastique fortement recommandé.,01/2023
Fabien Mollez,5,il y a 5 jours,no comment,01/2023
Océane Mesplomb,4,il y a 5 jours,no comment,01/2023
Tugdual Pierre,5,il y a 5 jours,"Une immersion incroyable dans les mondes Disney/Marvel. Les décors le sont tout autant 🤩L'attente dépend des attractions, elles en valent le coup. Si vous êtes vraiment impatients, il est possible d'acheter des billets premier qui sont vraiment efficaces mais c'est un coût en plus selon les attractions (7-15€/personne)",01/2023
Progetti Golosi Brand,5,il y a 5 jours,no comment,01/2023
Nelia Bras,4,il y a 5 jours,no comment,01/2023
Gamer Boy,5,il y a 5 jours,no comment,01/2023
Paul Varty,3,il y a 5 jours,no comment,01/2023
Márcio Veiga,5,il y a 5 jours,no comment,01/2023
Renzo van Beek,5,il y a 5 jours,no comment,01/2023
Jordi,5,il y a 5 jours,no comment,01/2023
Laurence M,5,il y a 5 jours,(Traduit par Google) Un endroit rêvé pour petits et grands ! Venez avec un laissez-passer pour ne pas avoir à faire la queue pour les installations... sans qu'il y ait une attente d'au moins une demi-heure à une heure et demie pour chaque installation !!(Avis d'origine)מקום חלומי לילדים וגם למבוגרים! !לבוא עם פס כדי לא לעמוד בתור למתקנים...עם לא יש המתנה של לפחות חצי שעה עד שעה וחצי לכל מתקן!!,01/2023
Dora V,4,il y a 5 jours,no comment,01/2023
Roxanne Sart,5,il y a 5 jours,no comment,01/2023
Rebecca Wells,5,il y a 5 jours,no comment,01/2023
Benjamin Maury,4,il y a 5 jours,no comment,01/2023
Φανη Μποζου,5,il y a 5 jours,no comment,01/2023
Seb T,5,il y a 5 jours,no comment,01/2023
Tommy Barwick,5,il y a 5 jours,no comment,01/2023
Naomi Foster,5,il y a 5 jours,no comment,01/2023
Alex Davis,5,il y a 5 jours,(Traduit par Google) Toujours à voir. Attractions incontournables. Extension de la magie de disney. Thèmes Marvel et Pixar.(Avis d'origine)Sempre da vedere. Immancabili attrazioni. Estenzione della magia disney. Temi Marvel e Pixar.,01/2023
Sergio Mas,5,il y a 5 jours,no comment,01/2023
Françoise PIGNON (Fra),5,il y a 5 jours,no comment,01/2023
Jenni Sag ich nicht,5,il y a 5 jours,no comment,01/2023
Mel Pop,4,il y a 5 jours,no comment,01/2023
Serge Bianchini,5,il y a 6 jours,no comment,01/2023
Aimee Gross,5,il y a 6 jours,no comment,01/2023
julien neveu,5,il y a 6 jours,no comment,01/2023
Amy P,5,il y a 6 jours,no comment,01/2023
Brigitte P.,5,il y a 6 jours,no comment,01/2023
Mickael Brevard,5,il y a 6 jours,no comment,01/2023
Brice Michel,5,il y a 6 jours,no comment,01/2023
Max México unido,4,il y a 6 jours,(Traduit par Google) C'est un petit parc avec seulement 13 activités... Mais une ou deux sont en panne... Rien comparé à la Californie ou à Orlando... Disney c'est Disney mais même si j'ai bien aimé... je suis toujours en devoir.. Un 8 de qualification(Avis d'origine)Es un parque pequeño con solo 13 actividades... Pero una o dos estan fuera de servicio... Nada comparado con California u Orlando... Disney es Disney pero aunque me gustó... Me quedo a deber ... Un 8 de calificación,01/2023
Dragos ANGHEL,5,il y a 6 jours,no comment,
diogo,5,il y a 6 jours,no comment,01/2023
Francisco Ortega Madera,5,il y a 6 jours,no comment,01/2023
Dimitris Papakonstantinou,5,il y a 6 jours,no comment,01/2023
Dave,5,il y a 6 jours,no comment,01/2023
sophie m,4,il y a 6 jours,no comment,01/2023
Liamkayla11@gmail.com Robo,5,il y a 6 jours,no comment,01/2023
Kylian Schmitt,4,il y a 6 jours,no comment,01/2023
Sayed Shahidi,5,il y a 6 jours,no comment,01/2023
aurelie vattement,5,il y a 6 jours,no comment,01/2023
Mélanie Allanic,5,il y a 6 jours,no comment,01/2023
Lud Frois,5,il y a 6 jours,no comment,01/2023
horten marine,5,il y a 6 jours,no comment,01/2023
ENRIQUE ALONSO,5,il y a 6 jours,no comment,01/2023
Jana Estudio,5,il y a 6 jours,"(Traduit par Google) SPECTACULAIRE!!! Les enfants ont tout apprécié comme des fous et voir leurs super-héros en direct était le plus, totalement recommandé et l'entrée totalement amortie, simplement avec le spectacle musical du théâtre de ""Mickey et le magicien"". Un dernier. En une journée entière avec le pass normal, vous pouvez le voir parfaitement.(Avis d'origine)ESPECTACULAR!!! Los niños disfrutaron como locos de todo y ver a sus superhéroes en vivo fue lo más, recomendable totalmente y la entrada totalmente amortizada, simplemente con él espectáculo musical del teatro de “Mickey and the maguician”.  Una pasada. En un día entero con el pase normal se puede ver perfectamente.",01/2023
Patricia Gutiérrez,5,il y a une semaine,no comment,01/2023
Simon Douillard,5,il y a une semaine,no comment,01/2023
Yann Deladoeuille,2,il y a une semaine,no comment,01/2023
sandra ribeiro,3,il y a une semaine,no comment,01/2023
Jose Carro,5,il y a une semaine,no comment,01/2023
Pierre Bertrand,4,il y a une semaine,no comment,01/2023
nathan mccallan,5,il y a une semaine,no comment,01/2023
Michelina Perilli,5,il y a une semaine,"(Traduit par Google) Campus Avengers à l'intérieur d'une expérience fantastique, mes enfants se sont bien amusés à lancer des toiles d'araignées 😍😁(Avis d'origine)Avengers campus all interno esperienza fantastica i miei figli si sono divertiti tantissimo a lanciare ragnatele 😍😁",01/2023
nilda piña,5,il y a une semaine,no comment,01/2023
LORENA BLANES LARIO,5,il y a une semaine,(Traduit par Google) Merveilleuse expérience pour petits et grands. On reviendra certainement.(Avis d'origine)Experiencia maravillosa para grandes y pequeños. Sin duda volveremos.,01/2023
Sara Novo,4,il y a une semaine,no comment,01/2023
anne mathys,4,il y a une semaine,no comment,01/2023
Paco García,5,il y a une semaine,no comment,01/2023
Nicolas Tournier,5,il y a une semaine,no comment,01/2023
Dlp. Tristan,3,il y a une semaine,no comment,01/2023
Shaun Crinion,5,il y a une semaine,no comment,01/2023
Alessandro Paravani,5,il y a une semaine,(Traduit par Google) Expérience inoubliable je recommande vivement d'y aller(Avis d'origine)Esperienza indimenticabile consiglio vivamente di andarci,01/2023
catarina ramos,4,il y a une semaine,(Traduit par Google) Lieu pour vivre des expériences uniques(Avis d'origine)Local para viver experiências únicas,01/2023
selvais michael,4,il y a une semaine,no comment,01/2023
AuroreD (DarkAthena59),5,il y a une semaine,no comment,01/2023
Bryan Lang,5,il y a une semaine,no comment,01/2023
Karen Delaruelle,5,il y a une semaine,"Vraiment Disney Studio s'est bien renouvelé... Le monde de Marvel est vraiment réussi. Et maintenant il y a beaucoup d'animations et de personnages dans ce parc alors qu'avant ce n'était pas le cas.Un gros coup de cœur sur la nouvelle attraction Speeder Man qui est vraiment top! Nous avons adoré aussi le fait que le parc affichait ""complet"" mais sans dépasser plus de 30 minutes de queue pour les attractions! Bref on viendra même si le parking coûte 30 euros!",01/2023
Philippe Faurite,4,il y a une semaine,no comment,
Lalo Mendez,4,il y a une semaine,no comment,01/2023
Mélanie GAUTIER,5,il y a une semaine,no comment,01/2023
Laura Fernández Cano,5,il y a une semaine,no comment,01/2023
alessia gradi,5,il y a une semaine,"(Traduit par Google) Fabuleux, vraiment spectaculaire même si plus petit que le parc principal il possède de nombreuses attractions des films Disney, on peut apprendre à dessiner un dessin animé... vraiment sympa. Les grandes files d'attente sont dommage, mais ça vaut vraiment le coup les enfants s'amusent de mourir , pas seulement eux, pour rencontrer les personnages, pour jouer les attractions des films d'animation Disney.(Avis d'origine)Favoloso, veramente spettacolare anche se più piccolo del parco principale ha tante attrazioni dei film della Disney, si può imparare a disegnare un  cartone animato ... veramente bello.Pecca sono le grandi file, ma ne vale veramente la pena i bambini si divertono da morire , non solo loro,  ad incontrare i personaggi, a giocare alle attrazioni dei film di animazione Disney.",01/2023
Alexander Steinberger,5,il y a une semaine,no comment,01/2023
isabelle LOVECCHIO,3,il y a une semaine,no comment,01/2023
Fanny Alain,5,il y a une semaine,no comment,01/2023
Jessica Ciofi,5,il y a une semaine,no comment,
Raphaël LAMANDE,5,il y a une semaine,no comment,01/2023
Laura Carranza,4,il y a une semaine,"(Traduit par Google) Voyons, c'est un parc d'attractions normal, avec un thème Disney. Il me manque un autre ensemble de paramètres, bien que la zone Ratatouille et Avenger Campus soient magnifiques.(Avis d'origine)A ver, es un parque de atracciones normal, con temática Disney. Hecho de menos un pelotón más de ambientación, aunque la zona de Ratatouille y Avenger Campus son maravillosas.",01/2023
Jennifer ROBERT,5,il y a une semaine,no comment,01/2023
Ольга Горобец,5,il y a une semaine,no comment,01/2023
Marie,5,il y a une semaine,"We were debating on getting tickets for this park as it was small and glad that we did! The park was lovely itself, but what we loved was the ""street food"" theme they had!(Traduit par Google)Nous débattions de l'obtention de billets pour ce parc car il était petit et heureux de l'avoir fait! Le parc était charmant en lui-même, mais ce que nous avons adoré, c'est le thème de la ""nourriture de rue"" qu'ils avaient!",09/2019
Ana Cristina Concha,5,il y a une semaine,no comment,01/2023
francesco misciagna (Ciccio PHT),5,il y a une semaine,no comment,01/2023
bonnie alexis,5,il y a une semaine,no comment,01/2023
Jose Alarcon,4,il y a une semaine,no comment,01/2023
Hasan Karsi,5,il y a une semaine,no comment,01/2023
Jordan Lgche,5,il y a une semaine,no comment,01/2023
Logandolphine Berton,5,il y a une semaine,no comment,01/2023
Isabelle Grandveau,5,il y a une semaine,no comment,01/2023
Emmanuelle Pissaris,5,il y a une semaine,no comment,
Silvia Castellvi,5,il y a une semaine,no comment,01/2023
Ruben G.,5,il y a une semaine,"Unbelievable place, out of the movies. Unfortunately the lack of staff it's reflected in public toilets, they are filthy and in deplorable conditions. Prices are ridiculous to get this kind of services. Staff are rude and many are lack of English as well. Hard to communicate if you have cero French. Few days after visiting disneyland we went to phantasialand in Cologne Germany. Way way way better. Spotless place. Food was cheap and more healthy in some cases. Rides are 100% better than Disneyland.Sorry Disney as a kid always wanted to visit it. Now I am very disappointed.(Traduit par Google)Endroit incroyable, hors des films. Malheureusement le manque de personnel s'en ressent dans les toilettes publiques, elles sont crasseuses et dans des conditions déplorables. Les prix sont ridicules pour obtenir ce genre de services. Le personnel est impoli et beaucoup manquent également d'anglais. Difficile de communiquer si vous avez cero français. Quelques jours après avoir visité Disneyland, nous sommes allés à Phantasialand à Cologne en Allemagne. Bien mieux. Endroit impeccable. La nourriture était bon marché et plus saine dans certains cas. Les manèges sont 100% mieux que Disneyland.Désolé, Disney, enfant, a toujours voulu le visiter. Maintenant, je suis très déçu.",01/2023
Jiska R.,5,il y a une semaine,no comment,01/2023
Sebastiaan D'hont,5,il y a une semaine,no comment,01/2023
Federica Salvador,5,il y a une semaine,no comment,
Zakariae Bouzaroita,5,il y a une semaine,no comment,01/2023
Sandra Sisi,5,il y a une semaine,no comment,01/2023
fabien perdriel,5,il y a une semaine,no comment,01/2023
Fouad Laked,5,il y a une semaine,no comment,
Louise Fisher,4,il y a une semaine,no comment,
Alex,5,il y a une semaine,no comment,01/2023
Annelies Gerritsen,5,il y a une semaine,no comment,01/2023
aldo ferrucci,4,il y a une semaine,(Traduit par Google) Sympa mais trop d'attente même hors saison(Avis d'origine)Bello ma troppa attesa anche fuori stagione,01/2023
Amanda Rousseau,5,il y a une semaine,no comment,01/2023
admgym@orange.fr Audrey,5,il y a une semaine,no comment,01/2023
PAYET JOEL,5,il y a une semaine,no comment,01/2023
Salvatore Bevilacqua,5,il y a une semaine,no comment,01/2023
Francesca Maraschiello,5,il y a une semaine,no comment,01/2023
Emiliano Salinas,5,il y a une semaine,no comment,01/2023
Pim Maters,5,il y a une semaine,no comment,
Van messem Annie,4,il y a une semaine,no comment,01/2023
Thomas L,1,il y a une semaine,"Expérience de pire en pire......s'il en existe encore une. Tout augmente, le temps, les prix, mais pas la qualité de prestation ! Les Cast member souvent désagréable, qui vous prennent de haut....mais qui redescendent souvent très vite.Impossible de faire le training center avangers après une réservation, un temps d'attente qui s'allonge chaque minute !!!  Aucune organisation donc, alors que je suis venue spécialement pour ça avec mon fils !",01/2023
Dylan Demay,5,il y a une semaine,no comment,01/2023
Thibaut Dormont,5,il y a une semaine,no comment,01/2023
Teresa de Jesús León Coello,5,il y a une semaine,no comment,01/2023
Vaishnavi Mahendran,4,il y a une semaine,"The Walt Disney Studios Park can be covered easily in a day unlike Disneyland Park.The park has only 3 big thrills, and has limited rides. Most of the famous big thrills are in Disneyland Park.However, Marvel attractions like Avengers, Ant Man, Spiderman are here.Mickey and the Magician show is not to be missed!(Traduit par Google)Le Parc Walt Disney Studios peut être parcouru facilement en une journée contrairement au Parc Disneyland.Le parc n'a que 3 grands frissons et des manèges limités. La plupart des célèbres sensations fortes se trouvent dans le parc Disneyland.Cependant, les attractions Marvel comme Avengers, Ant Man, Spiderman sont là.Le spectacle Mickey et le Magicien est à ne pas manquer !",01/2023
AM,5,il y a une semaine,no comment,01/2023
Andréa Condinho,5,il y a une semaine,no comment,01/2023
Kristien Mees,4,il y a une semaine,no comment,01/2023
Monique Jongen,5,il y a une semaine,no comment,01/2023
David davdav,5,il y a une semaine,no comment,01/2023
Fernanda Oliveira,5,il y a une semaine,no comment,01/2023
ArtMcFly,5,il y a une semaine,no comment,01/2023
Jose Beltran,4,il y a une semaine,no comment,01/2023
Omar Tijaro,5,il y a une semaine,no comment,
Fast Rider,5,il y a une semaine,no comment,01/2023
Cristiano Rodrigues dos Santos,5,il y a une semaine,no comment,
marie noelle pereira de matos,5,il y a une semaine,no comment,01/2023
Elena Ramirez,5,il y a une semaine,no comment,
Rémi,5,il y a une semaine,no comment,01/2023
Tom,5,il y a une semaine,no comment,01/2023
Sébastien Cailleau,5,il y a une semaine,no comment,01/2023
Bas van 't Hof,4,il y a une semaine,no comment,01/2023
alex 77132,5,il y a une semaine,no comment,01/2023
Alessandra Bisi,5,il y a une semaine,no comment,
Hernán Busaniche,5,il y a une semaine,no comment,01/2023
Claire Vergez,5,il y a une semaine,no comment,01/2023
Marcelo Fonseca,5,il y a une semaine,no comment,01/2023
MIC BRIAND,5,il y a une semaine,no comment,01/2023
Julien Duroux,4,il y a une semaine,no comment,01/2023
simone sasso,5,il y a une semaine,no comment,12/2022
Line Brn,5,il y a une semaine,no comment,01/2023
nazia hossain,5,il y a une semaine,no comment,01/2023
Lorraine Parmentier,3,il y a une semaine,no comment,01/2023
perle enchrist,5,il y a une semaine,no comment,01/2023
Christele Martin,5,il y a une semaine,no comment,01/2023
Francois Mousset,4,il y a une semaine,no comment,01/2023
Mélanie Michau,2,il y a une semaine,"Encore trop peu de choses à faire dans ce parc pour mériter d'y rester une journée entière. Manque d'immersion par rapport à l'autre parc, et les files d'attentes pour certaines attractions sont interminables... Comparer avec le prix d'entrée de Europa Park c'est limite une escroquerie... Mais bon, c'est Disney alors on y va quand même.",01/2023
Marine P,4,il y a une semaine,"Amazing as usual for the rides and the magic atmosphere , only things I wish was better quality food .(Traduit par Google)Incroyable comme d'habitude pour les manèges et l'atmosphère magique, la seule chose que je souhaite, c'est une nourriture de meilleure qualité.",01/2023
ΑΝΤΩΝΙΟΣ ΑΛΕΦΡΑΓΚΗΣ,5,il y a une semaine,no comment,01/2023
Andréa Falcão,5,il y a une semaine,no comment,01/2023
Patricia Nowak,3,il y a une semaine,no comment,01/2023
Maxime Deknuyt,5,il y a une semaine,no comment,01/2023
Raúl Serra,5,il y a une semaine,no comment,01/2023
Coca Cola,4,il y a une semaine,no comment,01/2023
Fanny Biffard,1,il y a une semaine,no comment,01/2023
Emanuela Ferrara,5,il y a une semaine,no comment,01/2023
Emidio Lenzi,3,il y a une semaine,no comment,01/2023
Benjamin Chapron,5,il y a une semaine,no comment,01/2023
Daniela Silva,5,il y a une semaine,no comment,01/2023
Marine Vervier,4,il y a une semaine,no comment,01/2023
Emi Nistal,5,il y a une semaine,no comment,01/2023
Papeleria Miguel Antonio Manuel García,5,il y a une semaine,no comment,01/2023
Marilourdes Melendez,5,il y a une semaine,no comment,01/2023
christelle legros,4,il y a une semaine,no comment,01/2023
Fabio Ronchi,5,il y a une semaine,no comment,01/2023
juliengerome,5,il y a une semaine,no comment,01/2023
Anais Arg,5,il y a une semaine,no comment,01/2023
Jorge P.Manrique,5,il y a une semaine,no comment,01/2023
alexandre fayeulle,5,il y a une semaine,no comment,01/2023
Μαρία Ρήγα,5,il y a une semaine,no comment,01/2023
Aurelia Devender,4,il y a une semaine,no comment,01/2023
geor kastan,5,il y a une semaine,no comment,01/2023
Rafael Fernández Charneco,5,il y a une semaine,no comment,01/2023
Johana Frin,5,il y a une semaine,no comment,01/2023
Thierry Parker,4,il y a une semaine,no comment,01/2023
Caterina Tionville,5,il y a une semaine,no comment,
Theo Habert,1,il y a une semaine,no comment,01/2023
Lea Nosica,5,il y a une semaine,no comment,01/2023
Franceline Dupressoir,5,il y a une semaine,no comment,01/2023
Xavier Rios,5,il y a une semaine,"(Traduit par Google) Un parc plus adapté aux adultes, bien qu'ils aient aussi des attractions pour les enfants, la plupart sont dédiés aux adultes, nous l'avons beaucoup apprécié, autant que l'autre parc.(Avis d'origine)Un parque más ambientado a gente adulta, si bien también tienen atracciones para niños, la mayoría son dedicadas al público adulto, lo disfrutamos muchísimo, tanto como el otro parque.",01/2023
Stéphane Perez,5,il y a une semaine,no comment,01/2023
Sg Dup,3,il y a une semaine,no comment,01/2023
My Mail,4,il y a une semaine,no comment,01/2023
Gary Bowdery,4,il y a une semaine,"Friendly staff, always happy to help. Definitely recommend queuing for shows early as spaces are limited at each performance so it's easy to miss.(Traduit par Google)Personnel sympathique, toujours heureux de vous aider. Je recommande vivement de faire la queue pour les spectacles tôt car les places sont limitées à chaque représentation, il est donc facile de le manquer.",01/2023
Amandine Brinkman,5,il y a une semaine,no comment,01/2023
Petra Schmidt,5,il y a une semaine,no comment,01/2023
Charlene Coeurtat,5,il y a une semaine,no comment,
Emanuel Berthelot,4,il y a une semaine,no comment,01/2023
Fabien Martinez,5,il y a une semaine,no comment,01/2023
Elise D,5,il y a une semaine,no comment,01/2023
lorraine wellham,5,il y a une semaine,no comment,01/2023
Antoine Veingertner,4,il y a une semaine,Tout est parfait sécurité attractions personnel ambiance une vrai chance d avoir ce parc en France.BravoJ ai mis 4 étoiles car pour une grande famille c est quand meme un gros budget il pourrait faire quelques chose quand meme sur le tarif genre a partir de 5 places acheté en offrir une ou faire dégressif en fonction du nombre de places achetées.,01/2023
Cristian Felipe Siu,4,il y a une semaine,"(Traduit par Google) Bon endroit, mais si vous y allez en haute saison tout est très fréquenté et que vous prenez beaucoup de temps dans les files d'attente, il est recommandé d'y aller en basse saison pour profiter au maximum de chaque attraction(Avis d'origine)Buen lugar, pero si vas en temporada alta todo está muy lleno, y tardas mucho tiempo en las filas, recomendado ir en temporada baja para disfrutar al máximo cada atracción",01/2023
Luis Pareja,1,il y a une semaine,"Racist staff, unwelcome staff, have of the attractions are working at 50% and others closed. The office for customer care is a joke. We asked for a GM for the parks. All declined to provide(Traduit par Google)Personnel raciste, personnel peu accueillant, des attractions fonctionnent à 50% et d'autres fermées. Le bureau du service client est une blague. Nous avons demandé un directeur général pour les parcs. Tous ont refusé de fournir",01/2023
Dylan Dupas,5,il y a 2 semaines,no comment,01/2023
Gertjan Steennis,5,il y a 2 semaines,no comment,01/2023
Pathy Galvez,5,il y a 2 semaines,no comment,01/2023
Raúl de Caso,4,il y a 2 semaines,no comment,01/2023
benjamin 77,5,il y a 2 semaines,no comment,01/2023
Romano Murtas,5,il y a 2 semaines,no comment,01/2023
Ant Dqs,5,il y a 2 semaines,no comment,01/2023
Stéphanie MARTIN-PINCHON,5,il y a 2 semaines,no comment,
bloodrag54,5,il y a 2 semaines,no comment,01/2023
Thierry Lescot,4,il y a 2 semaines,no comment,01/2023
Γιάννης Νυστάζος,5,il y a 2 semaines,no comment,01/2023
Cabeau Christine,5,il y a 2 semaines,no comment,01/2023
Geoffrey Dechevres,5,il y a 2 semaines,no comment,01/2023
